Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
75,Brian Cardinal,32,MIN,29,0,267,14,36,.389,3,9,.333,17,18,.944,7,22,29,24,9,3,7,56,48
76,Rodney Carney,25,PHI,68,0,857,113,282,.401,41,135,.304,52,63,.825,26,111,137,37,25,20,21,79,319
77,DeMarre Carroll,23,MEM,71,1,795,88,222,.396,0,6,.000,33,53,.623,53,97,150,33,28,9,24,107,209
78,Matt Carroll,29,DAL,25,0,121,18,50,.360,4,19,.211,6,6,1.000,4,8,12,6,5,0,7,13,46
79,Anthony Carter,34,DEN,54,7,859,76,181,.420,17,63,.270,11,13,.846,17,72,89,160,39,13,58,72,180
80,Vince Carter,33,ORL,75,74,2310,434,1015,.428,119,324,.367,257,306,.840,33,260,293,236,53,18,106,189,1244
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Omri Casspi,21,SAC,77,31,1931,300,672,.446,75,203,.369,117,174,.672,75,274,349,95,54,17,98,125,792
82,Mario Chalmers,23,MIA,73,22,1807,182,454,.401,75,236,.318,82,110,.745,25,110,135,246,91,12,123,175,521
83,Tyson Chandler,27,CHA,51,27,1163,109,190,.574,0,0,,115,157,.732,114,206,320,16,17,55,91,138,333
84,Wilson Chandler,22,NYK,65,64,2320,412,860,.479,40,150,.267,129,160,.806,93,255,348,138,46,49,108,184,993
85,Earl Clark,22,PHO,51,0,383,56,151,.371,2,5,.400,26,36,.722,18,44,62,21,7,13,23,25,140
86,Jarron Collins,31,PHO,34,10,261,12,31,.387,0,0,,10,25,.400,22,40,62,6,2,3,10,42,34
87,Jason Collins,31,ATL,24,0,115,8,23,.348,0,1,.000,0,2,.000,5,9,14,4,3,2,5,21,16
88,Mardy Collins,25,LAC,43,0,470,47,128,.367,4,17,.235,13,21,.619,13,37,50,44,23,1,32,45,111
89,Darren Collison,22,NOH,76,37,2109,376,789,.477,46,115,.400,148,174,.851,41,151,192,432,78,4,202,92,946
90,Nick Collison,29,OKC,75,5,1557,182,309,.589,1,4,.250,74,107,.692,152,232,384,38,37,48,63,230,439
91,Mike Conley,22,MEM,80,80,2569,369,830,.445,82,212,.387,139,187,.743,30,161,191,425,109,12,170,178,959
92,Will Conroy,27,HOU,5,0,36,3,10,.300,0,3,.000,0,2,.000,0,3,3,7,0,0,4,5,6
93,Brian Cook,29,HOU,15,0,44,7,23,.304,2,9,.222,5,7,.714,1,8,9,1,0,2,6,5,21
94,Daequan Cook,22,MIA,45,3,691,81,253,.320,40,126,.317,21,25,.840,9,73,82,43,14,10,24,50,223
95,Jamal Crawford,29,ATL,79,0,2460,496,1105,.449,163,427,.382,270,315,.857,34,167,201,238,61,12,137,132,1425
96,Dante Cunningham,22,POR,63,2,707,106,214,.495,0,2,.000,31,48,.646,54,106,160,14,24,22,15,97,243
97,Eddy Curry,27,NYK,7,0,62,8,21,.381,0,0,,10,17,.588,4,9,13,0,0,1,13,13,26
98,JamesOn Curry,24,LAC,1,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
99,Stephen Curry,21,GSW,80,77,2896,528,1143,.462,166,380,.437,177,200,.885,48,308,356,472,152,19,244,252,1399
100,Samuel Dalembert,28,PHI,82,80,2124,285,523,.545,0,0,,97,133,.729,239,545,784,64,42,151,123,252,667
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Erick Dampier,34,DAL,55,47,1280,133,213,.624,1,3,.333,61,101,.604,128,272,400,31,15,77,61,153,328
102,Marquis Daniels,29,BOS,51,4,937,124,249,.498,6,28,.214,34,56,.607,27,68,95,66,27,6,42,91,288
103,Baron Davis,30,LAC,75,73,2523,412,1015,.406,82,296,.277,239,291,.821,52,214,266,598,126,43,211,210,1145
104,Glen Davis,24,BOS,54,1,933,122,279,.437,0,4,.000,96,138,.696,101,104,205,35,21,14,53,132,340
105,Paul Davis,25,WAS,2,0,8,2,4,.500,0,0,,1,2,.500,0,0,0,3,0,1,0,0,5
106,Ricky Davis,30,LAC,36,2,499,62,143,.434,16,42,.381,18,31,.581,10,47,57,39,11,3,29,39,158
107,Austin Daye,21,DET,69,4,915,137,295,.464,29,95,.305,46,56,.821,34,140,174,34,25,26,48,114,349
108,Carlos Delfino,27,MIL,75,66,2279,299,732,.408,134,365,.367,93,119,.782,51,343,394,202,80,21,119,138,825
109,Luol Deng,24,CHI,70,69,2651,473,1014,.466,32,83,.386,252,330,.764,131,381,512,143,66,61,134,129,1230
110,DeMar DeRozan,20,TOR,77,65,1664,255,512,.498,4,16,.250,148,194,.763,66,157,223,53,43,18,62,176,662
111,Boris Diaw,27,CHA,82,82,2906,373,773,.483,66,206,.320,113,147,.769,131,293,424,325,60,57,178,219,925
112,Yakhouba Diawara,27,MIA,6,2,44,2,10,.200,1,6,.167,0,0,,1,3,4,3,1,0,3,8,5
113,Travis Diener,27,TOT,9,0,51,2,10,.200,1,7,.143,1,4,.250,0,3,3,8,4,0,0,2,6
113,Travis Diener,27,IND,4,0,25,1,6,.167,1,5,.200,0,2,.000,0,2,2,4,3,0,0,1,3
113,Travis Diener,27,POR,5,0,26,1,4,.250,0,2,.000,1,2,.500,0,1,1,4,1,0,0,1,3
114,DeSagana Diop,28,CHA,27,0,262,15,29,.517,0,0,,2,9,.222,24,41,65,5,5,14,12,31,32
115,Keyon Dooling,29,NJN,53,8,971,129,324,.398,59,157,.376,47,61,.770,8,46,54,135,34,0,59,82,364
116,Joey Dorsey,26,TOT,15,0,106,9,20,.450,0,0,,5,12,.417,16,27,43,2,3,2,6,21,23
116,Joey Dorsey,26,HOU,7,0,54,5,11,.455,0,0,,1,2,.500,11,14,25,2,2,1,4,12,11
116,Joey Dorsey,26,SAC,8,0,52,4,9,.444,0,0,,4,10,.400,5,13,18,0,1,1,2,9,12
117,Toney Douglas,23,NYK,56,12,1087,179,391,.458,68,175,.389,55,68,.809,40,68,108,112,42,3,55,116,481
118,Chris Douglas-Roberts,23,NJN,67,38,1730,255,573,.445,14,54,.259,133,157,.847,45,153,198,93,55,19,97,101,657
119,Goran Dragic,23,PHO,80,2,1442,222,491,.452,74,188,.394,117,159,.736,38,133,171,241,48,8,126,131,635
120,Jared Dudley,24,PHO,82,1,1991,225,490,.459,120,262,.458,104,138,.754,99,182,281,115,81,16,68,162,674
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Chris Duhon,27,NYK,67,59,2072,168,451,.373,90,258,.349,68,95,.716,28,150,178,378,59,3,110,83,494
122,Tim Duncan,33,SAS,78,77,2438,561,1082,.518,2,11,.182,271,374,.725,221,567,788,246,45,117,140,152,1395
123,Mike Dunleavy,29,IND,67,15,1486,229,558,.410,75,236,.318,133,158,.842,25,211,236,103,38,15,72,105,666
124,Kevin Durant,21,OKC,82,82,3239,794,1668,.476,128,351,.365,756,840,.900,105,518,623,231,112,84,271,171,2472
125,Wayne Ellington,22,MIN,76,1,1384,190,448,.424,64,162,.395,61,70,.871,33,126,159,74,20,5,74,72,505
126,Monta Ellis,24,GSW,64,64,2647,631,1406,.449,77,228,.338,292,388,.753,47,210,257,340,143,25,243,189,1631
127,Francisco Elson,33,TOT,12,0,66,5,15,.333,0,0,,2,5,.400,6,8,14,2,1,0,1,7,12
127,Francisco Elson,33,MIL,11,0,62,4,13,.308,0,0,,2,2,1.000,5,8,13,2,1,0,1,7,10
127,Francisco Elson,33,PHI,1,0,4,1,2,.500,0,0,,0,3,.000,1,0,1,0,0,0,0,0,2
128,Maurice Evans,31,ATL,79,5,1317,175,393,.445,57,169,.337,46,61,.754,59,95,154,48,34,17,20,125,453
129,Reggie Evans,29,TOR,28,1,311,34,69,.493,0,0,,27,60,.450,30,75,105,8,14,4,22,44,95
130,Tyreke Evans,20,SAC,72,72,2677,533,1165,.458,36,141,.255,348,465,.748,66,314,380,414,109,26,216,204,1450
131,Jordan Farmar,23,LAL,82,0,1474,224,515,.435,86,229,.376,57,85,.671,14,117,131,127,52,11,72,109,591
132,Raymond Felton,25,CHA,80,80,2643,388,846,.459,60,156,.385,132,173,.763,53,235,288,446,123,22,168,172,968
133,Rudy Fernandez,24,POR,62,2,1441,160,423,.378,98,266,.368,85,98,.867,35,129,164,127,62,11,72,87,503
134,Kyrylo Fesenko,23,UTA,49,5,408,52,95,.547,0,1,.000,24,57,.421,33,57,90,15,6,19,24,78,128
135,Michael Finley,36,TOT,46,7,709,81,184,.440,32,82,.390,8,15,.533,6,65,71,43,10,6,21,33,202
135,Michael Finley,36,SAS,25,6,395,37,97,.381,13,41,.317,6,9,.667,5,33,38,19,6,4,13,12,93
135,Michael Finley,36,BOS,21,1,314,44,87,.506,19,41,.463,2,6,.333,1,32,33,24,4,2,8,21,109
136,Derek Fisher,35,LAL,82,82,2227,212,558,.380,78,224,.348,113,132,.856,25,145,170,201,90,9,78,202,615
137,Jonny Flynn,20,MIN,81,81,2339,397,952,.417,77,215,.358,223,270,.826,24,167,191,356,82,2,233,98,1094
138,T.J. Ford,26,IND,47,32,1189,186,418,.445,8,50,.160,104,135,.770,41,108,149,180,44,11,90,102,484
139,Jeff Foster,33,IND,16,3,255,22,46,.478,0,1,.000,5,9,.556,34,47,81,21,3,4,14,45,49
140,Randy Foye,26,WAS,70,38,1667,256,619,.414,63,182,.346,129,145,.890,16,114,130,228,33,10,94,123,704
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Channing Frye,26,PHO,81,41,2190,317,703,.451,172,392,.439,98,121,.810,66,361,427,113,64,74,73,263,904
142,Dan Gadzuric,31,MIL,32,6,314,39,89,.438,0,0,,10,25,.400,38,54,92,12,9,13,15,63,88
143,Sundiata Gaines,23,UTA,32,0,217,38,82,.463,7,26,.269,23,46,.500,6,23,29,39,12,0,14,17,106
144,Danilo Gallinari,21,NYK,81,74,2747,392,927,.423,186,488,.381,251,307,.818,65,333,398,135,75,58,110,191,1221
145,Francisco Garcia,28,SAC,25,4,575,82,176,.466,23,59,.390,15,17,.882,11,55,66,45,10,19,21,49,202
146,Kevin Garnett,33,BOS,69,69,2060,402,772,.521,1,5,.200,185,221,.837,78,428,506,185,68,57,101,170,990
147,Marc Gasol,25,MEM,69,69,2469,378,651,.581,0,1,.000,252,376,.670,208,432,640,165,69,109,135,254,1008
148,Pau Gasol,29,LAL,65,65,2403,452,844,.536,0,5,.000,286,362,.790,243,491,734,218,37,113,143,152,1190
149,Rudy Gay,23,MEM,80,80,3175,600,1288,.466,66,202,.327,301,400,.753,115,357,472,153,118,64,169,201,1567
150,Alonzo Gee,22,WAS,11,2,182,28,59,.475,7,9,.778,18,29,.621,15,18,33,7,7,1,10,13,81
151,Devean George,32,GSW,45,4,761,89,206,.432,48,123,.390,16,23,.696,21,93,114,32,41,10,15,89,242
152,Daniel Gibson,23,CLE,56,10,1068,125,268,.466,71,149,.477,34,49,.694,13,60,73,70,25,7,36,79,355
153,Taj Gibson,24,CHI,82,70,2204,311,629,.494,0,0,,113,175,.646,226,385,611,70,50,104,114,282,735
154,J.R. Giddens,24,TOT,32,1,239,28,60,.467,0,10,.000,13,23,.565,16,35,51,13,9,2,17,29,69
154,J.R. Giddens,24,BOS,21,1,99,9,21,.429,0,2,.000,6,12,.500,4,16,20,6,4,1,7,10,24
154,J.R. Giddens,24,NYK,11,0,140,19,39,.487,0,8,.000,7,11,.636,12,19,31,7,5,1,10,19,45
155,Trey Gilder,25,MEM,2,0,5,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,0,2
156,Manu Ginobili,32,SAS,75,21,2150,398,903,.441,132,350,.377,309,355,.870,68,216,284,370,103,24,154,154,1237
157,Ryan Gomes,27,MIN,76,64,2210,327,732,.447,74,199,.372,104,126,.825,76,272,348,124,62,16,95,155,832
158,Drew Gooden,28,TOT,70,33,1755,288,602,.478,1,8,.125,186,216,.861,207,335,542,47,41,58,108,194,763
158,Drew Gooden,28,DAL,46,11,1030,157,336,.467,1,6,.167,93,115,.809,123,193,316,26,26,50,56,129,408
158,Drew Gooden,28,LAC,24,22,725,131,266,.492,0,2,.000,93,101,.921,84,142,226,21,15,8,52,65,355
159,Ben Gordon,26,DET,62,17,1730,291,699,.416,75,234,.321,198,230,.861,26,93,119,166,49,6,118,147,855
160,Eric Gordon,21,LAC,62,60,2229,352,784,.449,119,321,.371,222,299,.742,25,135,160,186,69,14,144,96,1045
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Marcin Gortat,25,ORL,81,0,1088,121,227,.533,0,3,.000,51,75,.680,104,237,341,17,17,70,46,138,293
162,Joey Graham,27,DEN,63,18,759,105,202,.520,2,13,.154,54,73,.740,39,84,123,22,23,7,43,104,266
163,Stephen Graham,27,CHA,70,8,804,119,240,.496,16,50,.320,42,65,.646,24,111,135,23,20,10,36,94,296
164,Danny Granger,26,IND,62,62,2278,488,1139,.428,158,438,.361,363,428,.848,67,275,342,171,94,51,157,183,1497
165,Aaron Gray,25,TOT,32,0,311,42,82,.512,0,0,,20,28,.714,45,61,106,22,9,11,18,54,104
165,Aaron Gray,25,CHI,8,0,50,8,21,.381,0,0,,2,7,.286,5,11,16,2,0,0,1,10,18
165,Aaron Gray,25,NOH,24,0,261,34,61,.557,0,0,,18,21,.857,40,50,90,20,9,11,17,44,86
166,Danny Green,22,CLE,20,0,115,15,39,.385,6,22,.273,4,6,.667,8,9,17,5,6,3,5,9,40
167,Jeff Green,23,OKC,82,82,3043,485,1070,.453,104,312,.333,165,223,.740,112,378,490,134,104,72,135,221,1239
168,Willie Green,28,PHI,73,18,1553,248,543,.457,47,136,.346,95,114,.833,20,109,129,152,32,11,67,135,638
169,Donte Greene,21,SAC,76,50,1630,244,553,.441,69,183,.377,90,140,.643,53,181,234,71,41,53,93,150,647
170,Taylor Griffin,23,PHO,8,0,32,4,10,.400,0,2,.000,2,4,.500,0,2,2,1,0,2,1,4,10
171,Hamed Haddadi,24,MEM,36,0,240,24,62,.387,0,3,.000,14,19,.737,26,49,75,10,1,14,20,57,62
172,Malik Hairston,22,SAS,47,0,317,40,76,.526,2,11,.182,17,30,.567,13,36,49,16,4,9,11,29,99
173,Marcus Haislip,29,SAS,10,0,44,10,21,.476,3,5,.600,2,5,.400,4,6,10,0,0,2,3,5,25
174,Richard Hamilton,31,DET,46,46,1552,293,717,.409,41,138,.297,204,241,.846,30,92,122,202,30,3,115,115,831
175,Tyler Hansbrough,24,IND,29,1,511,81,225,.360,0,4,.000,84,113,.743,60,78,138,28,17,8,21,70,246
176,James Harden,20,OKC,76,0,1738,233,578,.403,93,248,.375,194,240,.808,47,197,244,137,80,20,106,200,753
177,Al Harrington,29,NYK,72,15,2195,448,1030,.435,140,409,.342,240,317,.757,88,317,405,110,62,26,132,209,1276
