Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
24,Kenny Battle,26,TOT,56,8,945,133,282,.472,3,24,.125,70,93,.753,83,93,176,62,60,18,53,108,339
24,Kenny Battle,26,PHO,16,4,263,38,86,.442,0,2,.000,20,29,.690,21,32,53,15,19,6,17,25,96
24,Kenny Battle,26,DEN,40,4,682,95,196,.485,3,22,.136,50,64,.781,62,61,123,47,41,12,36,83,243
25,William Bedford,27,DET,60,4,562,106,242,.438,5,13,.385,55,78,.705,55,76,131,32,2,36,32,76,272
26,Benoit Benjamin,26,TOT,70,65,2236,386,778,.496,0,0,,210,295,.712,157,566,723,119,54,145,235,184,982
26,Benoit Benjamin,26,LAC,39,38,1337,229,465,.492,0,0,,123,169,.728,95,374,469,74,26,91,138,110,581
26,Benoit Benjamin,26,SEA,31,27,899,157,313,.502,0,0,,87,126,.690,62,192,254,45,28,54,97,74,401
27,Winston Bennett,25,CLE,27,13,334,40,107,.374,0,0,,35,47,.745,30,34,64,28,8,2,20,50,115
28,Larry Bird*,34,BOS,60,60,2277,462,1017,.454,77,198,.389,163,183,.891,53,456,509,431,108,58,187,118,1164
29,Rolando Blackman,31,DAL,80,80,2965,634,1316,.482,40,114,.351,282,326,.865,63,193,256,301,69,19,159,153,1590
30,Lance Blanks,24,DET,38,0,214,26,61,.426,2,16,.125,10,14,.714,4,16,20,26,9,2,18,35,64
31,Mookie Blaylock,23,NJN,72,70,2585,432,1039,.416,14,91,.154,139,176,.790,67,182,249,441,169,40,207,180,1017
32,Muggsy Bogues,26,CHH,81,46,2299,241,524,.460,0,12,.000,86,108,.796,58,158,216,669,137,3,120,160,568
33,Manute Bol,28,PHI,82,6,1522,65,164,.396,1,14,.071,24,41,.585,66,284,350,20,16,247,63,184,155
34,Anthony Bonner,22,SAC,34,6,750,103,230,.448,0,0,,44,76,.579,59,102,161,49,39,5,41,62,250
35,Sam Bowie,29,NJN,62,51,1916,314,723,.434,4,22,.182,169,231,.732,176,304,480,147,43,90,141,175,801
36,Randy Breuer,30,MIN,73,44,1505,197,435,.453,0,0,,35,79,.443,114,231,345,73,35,80,69,132,429
37,Frank Brickowski,31,MIL,75,73,1912,372,706,.527,0,2,.000,198,248,.798,129,297,426,131,86,43,160,255,942
38,Scott Brooks,25,MIN,80,0,980,159,370,.430,45,135,.333,61,72,.847,28,44,72,204,53,5,51,122,424
39,Chucky Brown,22,CLE,74,51,1485,263,502,.524,0,4,.000,101,144,.701,78,135,213,80,26,24,94,130,627
40,Dee Brown,22,BOS,82,5,1945,284,612,.464,7,34,.206,137,157,.873,41,141,182,344,83,14,137,161,712
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Mike Brown,27,UTA,82,2,1391,129,284,.454,0,0,,132,178,.742,109,228,337,49,29,24,82,166,390
42,Tony Brown,30,TOT,30,0,294,30,80,.375,3,12,.250,20,23,.870,24,19,43,16,4,0,16,47,83
42,Tony Brown,30,LAL,7,0,27,2,3,.667,1,1,1.000,0,0,,0,4,4,3,0,0,4,8,5
42,Tony Brown,30,UTA,23,0,267,28,77,.364,2,11,.182,20,23,.870,24,15,39,13,4,0,12,39,78
43,Mark Bryant,25,POR,53,0,781,99,203,.488,0,1,.000,74,101,.733,65,125,190,27,15,12,33,120,272
44,Jud Buechler,22,NJN,74,10,859,94,226,.416,1,4,.250,43,66,.652,61,80,141,51,33,15,26,79,232
45,Matt Bullard,23,HOU,18,0,63,14,31,.452,0,3,.000,11,17,.647,6,8,14,2,3,0,3,10,39
46,Willie Burton,22,MIA,76,26,1928,341,773,.441,4,30,.133,229,293,.782,111,151,262,107,72,24,144,275,915
47,Greg Butler,24,LAC,9,0,37,5,19,.263,0,0,,4,6,.667,8,8,16,1,0,0,4,9,14
48,Michael Cage,29,SEA,82,55,2141,226,445,.508,0,3,.000,70,112,.625,177,381,558,89,85,58,83,194,522
49,Adrian Caldwell,24,HOU,42,0,343,35,83,.422,0,1,.000,7,17,.412,43,57,100,8,19,10,30,35,77
50,Rick Calloway,24,SAC,64,0,678,75,192,.391,0,2,.000,55,79,.696,25,53,78,61,22,7,51,98,205
51,Elden Campbell,22,LAL,52,0,380,56,123,.455,0,0,,32,49,.653,40,56,96,10,11,38,16,71,144
52,Tony Campbell,28,MIN,77,71,2893,652,1502,.434,16,61,.262,358,446,.803,161,185,346,214,121,48,190,204,1678
53,Antoine Carr,29,SAC,77,48,2527,628,1228,.511,0,3,.000,295,389,.758,163,257,420,191,45,101,171,315,1551
54,Joe Barry Carroll,32,PHO,11,0,96,13,36,.361,0,0,,11,12,.917,3,21,24,11,1,8,12,18,37
55,Bill Cartwright,33,CHI,79,79,2273,318,649,.490,0,0,,124,178,.697,167,319,486,126,32,15,113,167,760
56,Terry Catledge,27,ORL,51,38,1459,292,632,.462,0,5,.000,161,258,.624,168,187,355,58,34,9,107,113,745
57,Duane Causwell,22,SAC,76,55,1719,210,413,.508,0,0,,105,165,.636,141,250,391,69,49,148,96,225,525
58,Cedric Ceballos,21,PHO,63,0,730,204,419,.487,1,6,.167,110,166,.663,77,73,150,35,22,5,69,70,519
59,Tom Chambers,31,PHO,76,75,2475,556,1271,.437,20,73,.274,379,459,.826,104,386,490,194,65,52,177,235,1511
60,Rex Chapman,23,CHH,70,68,2100,410,922,.445,48,148,.324,234,282,.830,45,146,191,250,73,16,131,167,1102
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Maurice Cheeks,34,NYK,76,64,2147,241,483,.499,5,20,.250,105,129,.814,22,151,173,435,128,10,108,138,592
62,Derrick Chievous,23,CLE,18,0,110,17,46,.370,0,0,,9,16,.563,11,7,18,2,3,1,6,16,43
63,Richard Coffey,25,MIN,52,1,320,28,75,.373,0,1,.000,12,22,.545,42,37,79,3,6,4,5,45,68
64,Derrick Coleman,23,NJN,74,68,2602,514,1100,.467,13,38,.342,323,442,.731,269,490,759,163,71,99,217,217,1364
65,Bimbo Coles,22,MIA,82,9,1355,162,393,.412,6,34,.176,71,95,.747,56,97,153,232,65,12,98,149,401
66,Steve Colter,28,SAC,19,0,251,23,56,.411,5,14,.357,7,10,.700,5,21,26,37,11,1,11,27,58
67,Lester Conner,31,TOT,74,4,1008,96,207,.464,0,5,.000,68,94,.723,21,91,112,165,85,2,58,75,260
67,Lester Conner,31,NJN,35,2,489,58,111,.523,0,2,.000,29,42,.690,11,46,57,58,37,1,27,38,145
67,Lester Conner,31,MIL,39,2,519,38,96,.396,0,3,.000,39,52,.750,10,45,55,107,48,1,31,37,115
68,Anthony Cook,23,DEN,58,25,1121,118,283,.417,0,3,.000,71,129,.550,134,192,326,26,35,72,50,100,307
69,Wayne Cooper,34,POR,67,1,746,57,145,.393,0,1,.000,33,42,.786,54,134,188,22,7,61,22,120,147
70,Tyrone Corbin,28,MIN,82,82,3196,587,1311,.448,2,10,.200,296,371,.798,185,404,589,347,162,53,209,257,1472
71,Dave Corzine,34,SEA,28,0,147,17,38,.447,0,0,,13,22,.591,10,23,33,4,5,5,2,18,47
72,Pat Cummings,34,UTA,4,0,26,4,6,.667,0,0,,7,10,.700,3,2,5,0,0,0,2,8,15
73,Terry Cummings,29,SAS,67,62,2195,503,1039,.484,7,33,.212,164,240,.683,194,327,521,157,61,30,131,225,1177
74,Earl Cureton,33,CHH,9,1,159,8,24,.333,0,1,.000,1,3,.333,6,30,36,3,0,3,6,16,17
75,Dell Curry,26,CHH,76,14,1515,337,715,.471,32,86,.372,96,114,.842,47,152,199,166,75,25,80,125,802
76,Quintin Dailey,30,SEA,30,0,299,73,155,.471,0,1,.000,38,62,.613,11,21,32,16,7,1,19,25,184
77,Adrian Dantley*,34,MIL,10,0,126,19,50,.380,1,3,.333,18,26,.692,8,5,13,9,5,0,6,8,57
78,Brad Daugherty,25,CLE,76,76,2946,605,1155,.524,0,3,.000,435,579,.751,177,653,830,253,74,46,211,191,1645
79,Brad Davis,35,DAL,80,6,1426,159,373,.426,22,85,.259,91,118,.771,13,105,118,230,45,17,77,212,431
80,Terry Davis,23,MIA,55,17,996,115,236,.487,1,2,.500,69,124,.556,107,159,266,39,18,28,36,129,300
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Walter Davis,36,TOT,71,14,1483,403,862,.468,11,36,.306,107,117,.915,71,110,181,125,80,3,88,150,924
81,Walter Davis,36,DEN,39,13,1044,316,667,.474,10,33,.303,86,94,.915,52,71,123,84,62,3,63,108,728
81,Walter Davis,36,POR,32,1,439,87,195,.446,1,3,.333,21,23,.913,19,39,58,41,18,0,25,42,196
82,Johnny Dawkins,27,PHI,4,4,124,26,41,.634,1,4,.250,10,11,.909,0,16,16,28,3,0,8,4,63
83,Tony Dawson,23,SAC,4,0,17,4,7,.571,1,1,1.000,0,0,,2,0,2,0,0,0,1,0,9
84,Byron Dinkins,23,TOT,12,0,149,14,34,.412,0,0,,8,9,.889,0,12,12,19,2,0,13,15,36
84,Byron Dinkins,23,SAS,10,0,144,13,33,.394,0,0,,8,9,.889,0,11,11,19,2,0,13,12,34
84,Byron Dinkins,23,IND,2,0,5,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,3,2
85,Vlade Divac,22,LAL,82,81,2310,360,637,.565,5,14,.357,196,279,.703,205,461,666,92,106,127,146,247,921
86,James Donaldson,33,DAL,82,82,2800,327,615,.532,0,0,,165,229,.721,201,526,727,69,34,93,146,181,819
87,Sherman Douglas,24,MIA,73,73,2562,532,1055,.504,4,31,.129,284,414,.686,78,131,209,624,121,5,270,178,1352
88,Greg Dreiling,27,IND,73,42,1031,98,194,.505,0,2,.000,63,105,.600,66,189,255,51,24,29,57,178,259
89,Larry Drew,32,LAL,48,2,496,54,125,.432,14,33,.424,17,22,.773,5,29,34,118,15,1,49,40,139
90,Clyde Drexler*,28,POR,82,82,2852,645,1338,.482,61,191,.319,416,524,.794,212,334,546,493,144,60,232,226,1767
91,Kevin Duckworth,26,POR,81,81,2511,521,1084,.481,0,2,.000,240,311,.772,177,354,531,89,33,34,186,251,1282
92,Chris Dudley,25,NJN,61,25,1560,170,417,.408,0,0,,94,176,.534,229,282,511,37,39,153,80,217,434
93,Joe Dumars*,27,DET,80,80,3046,622,1292,.481,14,45,.311,371,417,.890,62,125,187,443,89,7,189,135,1629
94,T.R. Dunn,35,DEN,17,3,217,21,47,.447,1,4,.250,9,10,.900,20,22,42,24,12,1,7,30,52
95,Ledell Eackles,24,WSB,67,17,1616,345,762,.453,14,59,.237,164,222,.739,47,81,128,136,47,10,115,121,868
96,Mark Eaton,34,UTA,80,80,2580,169,292,.579,0,0,,71,112,.634,182,485,667,51,39,188,99,298,409
97,Blue Edwards,25,UTA,62,56,1611,244,464,.526,6,24,.250,82,117,.701,51,150,201,108,57,29,105,203,576
98,James Edwards,35,DET,72,70,1903,383,792,.484,1,2,.500,215,295,.729,91,186,277,65,12,30,126,249,982
99,Kevin Edwards,25,MIA,79,16,2000,380,927,.410,24,84,.286,171,213,.803,80,125,205,240,129,46,163,151,955
100,Craig Ehlo,29,CLE,82,68,2766,344,773,.445,49,149,.329,95,140,.679,142,246,388,376,121,34,160,209,832
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Mario Elie,27,TOT,33,0,644,79,159,.497,4,10,.400,75,89,.843,46,64,110,45,19,10,30,85,237
101,Mario Elie,27,PHI,3,0,20,2,7,.286,1,2,.500,1,2,.500,0,1,1,1,0,0,3,2,6
101,Mario Elie,27,GSW,30,0,624,77,152,.507,3,8,.375,74,87,.851,46,63,109,44,19,10,27,83,231
102,Sean Elliott,22,SAS,82,82,3044,478,976,.490,20,64,.313,325,402,.808,142,314,456,238,69,33,147,190,1301
103,Dale Ellis,30,TOT,51,24,1424,340,718,.474,57,157,.363,120,166,.723,66,107,173,95,49,8,81,112,857
103,Dale Ellis,30,SEA,30,24,800,181,391,.463,27,89,.303,62,84,.738,28,64,92,64,33,3,49,59,451
103,Dale Ellis,30,MIL,21,0,624,159,327,.486,30,68,.441,58,82,.707,38,43,81,31,16,5,32,53,406
104,Pervis Ellison,23,WSB,76,30,1942,326,636,.513,0,6,.000,139,214,.650,224,361,585,102,49,157,146,268,791
105,A.J. English,23,WSB,70,12,1443,251,572,.439,3,31,.097,111,157,.707,66,81,147,177,25,15,114,127,616
106,Alex English*,37,DAL,79,26,1748,322,734,.439,0,1,.000,119,140,.850,108,146,254,105,40,25,101,141,763
107,Patrick Ewing*,28,NYK,81,81,3104,845,1645,.514,0,6,.000,464,623,.745,194,711,905,244,80,258,291,287,2154
108,Jim Farmer,26,TOT,27,1,456,101,223,.453,5,23,.217,48,65,.738,29,39,68,38,13,2,38,58,255
108,Jim Farmer,26,PHI,2,0,13,2,7,.286,0,1,.000,2,2,1.000,2,3,5,0,0,0,1,0,6
108,Jim Farmer,26,DEN,25,1,443,99,216,.458,5,22,.227,46,63,.730,27,36,63,38,13,2,37,58,249
109,Dave Feitl,28,HOU,52,2,372,52,140,.371,0,3,.000,33,44,.750,29,71,100,8,3,12,25,52,137
110,Duane Ferrell,25,ATL,78,2,1165,174,356,.489,2,3,.667,125,156,.801,97,82,179,55,33,27,78,151,475
111,Danny Ferry,24,CLE,81,2,1661,275,643,.428,23,77,.299,124,152,.816,99,187,286,142,43,25,120,230,697
112,Vern Fleming,28,IND,69,45,1929,356,671,.531,4,18,.222,161,221,.729,83,131,214,369,76,13,137,116,877
113,Sleepy Floyd,30,HOU,82,4,1850,386,939,.411,48,176,.273,185,246,.752,52,107,159,317,95,17,140,122,1005
114,Greg Foster,22,WSB,54,3,606,97,211,.460,0,5,.000,42,61,.689,52,99,151,37,12,22,45,112,236
115,Anthony Frederick,26,SAC,35,3,475,67,168,.399,0,0,,43,60,.717,36,48,84,44,22,13,40,50,177
116,Corey Gaines,25,DEN,10,2,226,28,70,.400,5,21,.238,22,26,.846,4,10,14,91,10,2,23,25,83
117,Kevin Gamble,25,BOS,82,76,2706,548,933,.587,0,7,.000,185,227,.815,85,182,267,256,100,34,148,237,1281
118,Winston Garland,26,LAC,69,26,1702,221,519,.426,4,26,.154,118,157,.752,46,152,198,317,97,10,116,189,564
119,Tom Garrick,24,LAC,67,0,949,100,236,.424,0,22,.000,60,79,.759,40,87,127,223,62,2,66,101,260
120,Kenny Gattison,26,CHH,72,6,1552,243,457,.532,0,2,.000,164,248,.661,136,243,379,44,48,67,102,211,650
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Tate George,22,NJN,56,11,594,80,193,.415,0,2,.000,32,40,.800,19,28,47,104,25,5,42,58,192
122,Derrick Gervin,27,NJN,56,4,743,164,394,.416,7,28,.250,90,114,.789,40,70,110,30,19,19,45,88,425
123,Kendall Gill,22,CHH,82,36,1944,376,836,.450,2,14,.143,152,182,.835,105,158,263,303,104,39,163,186,906
124,Armen Gilliam,26,TOT,75,75,2644,487,1001,.487,0,2,.000,268,329,.815,220,378,598,105,69,53,174,185,1242
124,Armen Gilliam,26,CHH,25,25,949,195,380,.513,0,0,,104,128,.813,86,148,234,27,34,21,64,65,494
124,Armen Gilliam,26,PHI,50,50,1695,292,621,.470,0,2,.000,164,201,.816,134,230,364,78,35,32,110,120,748
125,Gerald Glass,23,MIN,51,3,606,149,340,.438,2,17,.118,52,76,.684,54,48,102,42,28,9,41,76,352
126,Mike Gminski,31,TOT,80,79,2196,357,808,.442,2,14,.143,128,158,.810,186,396,582,93,40,56,85,99,844
126,Mike Gminski,31,PHI,30,29,791,109,284,.384,1,8,.125,53,63,.841,71,130,201,33,16,34,31,41,272
126,Mike Gminski,31,CHH,50,50,1405,248,524,.473,1,6,.167,75,95,.789,115,266,381,60,24,22,54,58,572
127,Dan Godfread,23,MIN,10,0,20,5,12,.417,0,1,.000,3,4,.750,0,2,2,0,1,4,0,5,13
128,Jim Grandholm,30,DAL,26,0,168,30,58,.517,9,17,.529,10,21,.476,20,30,50,8,2,8,11,33,79
129,Gary Grant,25,LAC,68,65,2105,265,587,.451,9,39,.231,51,74,.689,69,140,209,587,103,12,210,192,590
130,Greg Grant,24,NYK,22,0,107,10,27,.370,1,3,.333,5,6,.833,1,9,10,20,9,0,10,12,26
131,Harvey Grant,25,WSB,77,76,2842,609,1224,.498,2,15,.133,185,249,.743,179,378,557,204,91,61,125,232,1405
132,Horace Grant,25,CHI,78,76,2641,401,733,.547,1,6,.167,197,277,.711,266,393,659,178,95,69,92,203,1000
133,Stuart Gray,27,NYK,8,0,37,4,12,.333,0,0,,3,3,1.000,2,8,10,0,0,1,2,6,11
134,Jeff Grayer,25,MIL,82,7,1422,210,485,.433,0,3,.000,101,147,.687,111,135,246,123,48,9,86,98,521
135,A.C. Green,27,LAL,82,21,2164,258,542,.476,11,55,.200,223,302,.738,201,315,516,71,59,23,99,117,750
136,Rickey Green,36,PHI,79,75,2248,334,722,.463,8,36,.222,117,141,.830,33,104,137,413,57,6,108,130,793
137,Sidney Green,30,SAS,66,7,1099,177,384,.461,0,3,.000,89,105,.848,98,215,313,52,32,13,89,172,443
138,Dave Greenwood,33,SAS,63,11,1018,85,169,.503,0,2,.000,69,94,.734,61,160,221,52,29,25,71,172,239
139,Darrell Griffith,32,UTA,75,2,1005,174,445,.391,48,138,.348,34,45,.756,17,73,90,37,42,7,48,100,430
140,Scott Haffner,24,CHH,7,0,50,8,21,.381,0,2,.000,1,2,.500,2,2,4,9,3,1,4,4,17
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Jack Haley,27,NJN,78,18,1178,161,343,.469,0,0,,112,181,.619,140,216,356,31,20,21,63,199,434
142,Tom Hammonds,23,WSB,70,7,1023,155,336,.461,0,4,.000,57,79,.722,58,148,206,43,15,7,54,108,367
143,Bob Hansen,30,SAC,36,24,811,96,256,.375,19,69,.275,18,36,.500,33,63,96,90,20,5,34,72,229
144,Tim Hardaway,24,GSW,82,82,3215,739,1551,.476,97,252,.385,306,381,.803,87,245,332,793,214,12,270,228,1881
145,Derek Harper,29,DAL,77,77,2879,572,1226,.467,89,246,.362,286,391,.731,59,174,233,548,147,14,177,222,1519
146,Ron Harper,27,LAC,39,34,1383,285,729,.391,48,148,.324,145,217,.668,58,130,188,209,66,35,129,111,763
147,Tony Harris,23,PHI,6,0,41,4,16,.250,0,2,.000,2,4,.500,0,1,1,0,1,0,3,5,10
148,Scott Hastings,30,DET,27,0,113,16,28,.571,3,4,.750,13,13,1.000,14,14,28,7,0,0,7,23,48
149,Hersey Hawkins,24,PHI,80,80,3110,590,1251,.472,108,270,.400,479,550,.871,48,262,310,299,178,39,213,182,1767
150,Gerald Henderson,35,DET,23,10,392,50,117,.427,7,21,.333,16,21,.762,8,29,37,62,12,2,28,43,123
151,Steve Henson,22,MIL,68,0,690,79,189,.418,18,54,.333,38,42,.905,14,37,51,131,32,0,43,83,214
152,Mike Higgins,23,SAC,7,0,61,6,10,.600,0,0,,4,7,.571,4,1,5,2,0,2,4,16,16
153,Rod Higgins,31,GSW,82,9,2024,259,559,.463,73,220,.332,185,226,.819,109,245,354,113,52,37,65,198,776
154,Sean Higgins,22,SAS,50,0,464,97,212,.458,3,19,.158,28,33,.848,18,45,63,35,8,1,49,53,225
155,Tyrone Hill,22,GSW,74,22,1192,147,299,.492,0,0,,96,152,.632,157,226,383,19,33,30,72,264,390
156,Roy Hinson,29,NJN,9,0,91,20,39,.513,0,0,,1,3,.333,6,13,19,4,0,3,6,14,41
157,Craig Hodges,30,CHI,73,0,843,146,344,.424,44,115,.383,26,27,.963,10,32,42,97,34,2,35,74,362
158,Dave Hoppen,26,TOT,30,0,155,24,44,.545,0,2,.000,16,22,.727,18,21,39,3,3,1,13,29,64
158,Dave Hoppen,26,CHH,19,0,112,18,32,.563,0,1,.000,8,10,.800,14,16,30,3,2,1,12,18,44
158,Dave Hoppen,26,PHI,11,0,43,6,12,.500,0,1,.000,8,12,.667,4,5,9,0,1,0,1,11,20
159,Dennis Hopson,25,CHI,61,0,728,104,244,.426,1,5,.200,55,83,.663,49,60,109,65,25,14,59,79,264
160,Jeff Hornacek,27,PHO,80,77,2733,544,1051,.518,61,146,.418,201,224,.897,74,247,321,409,111,16,130,185,1350
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Jay Humphries,28,MIL,80,80,2726,482,960,.502,60,161,.373,191,239,.799,57,163,220,538,129,7,151,237,1215
162,Byron Irvin,24,WSB,33,4,316,60,129,.465,1,5,.200,50,61,.820,24,21,45,24,15,2,16,32,171
163,Mark Jackson,25,NYK,72,21,1595,250,508,.492,13,51,.255,117,160,.731,62,135,197,452,60,9,135,81,630
164,Dave Jamerson,23,HOU,37,0,202,43,113,.381,5,19,.263,22,27,.815,9,21,30,27,6,1,20,24,113
165,Henry James,25,CLE,37,4,505,112,254,.441,24,60,.400,52,72,.722,26,53,79,32,15,5,37,59,300
166,Les Jepsen,23,GSW,21,0,105,11,36,.306,0,1,.000,6,9,.667,17,20,37,1,1,3,3,16,28
167,Avery Johnson,25,TOT,68,14,959,130,277,.469,1,9,.111,59,87,.678,22,55,77,230,47,4,74,62,320
167,Avery Johnson,25,DEN,21,4,217,29,68,.426,0,4,.000,21,32,.656,9,12,21,77,14,2,27,22,79
167,Avery Johnson,25,SAS,47,10,742,101,209,.483,1,5,.200,38,55,.691,13,43,56,153,33,2,47,40,241
168,Buck Johnson,27,HOU,73,70,2279,416,873,.477,2,15,.133,157,216,.727,108,222,330,142,81,47,122,240,991
169,Eddie Johnson,31,TOT,81,27,2085,543,1122,.484,39,120,.325,229,257,.891,107,164,271,111,58,9,122,181,1354
169,Eddie Johnson,31,PHO,15,0,312,88,186,.473,6,21,.286,21,29,.724,16,30,46,17,9,2,24,37,203
169,Eddie Johnson,31,SEA,66,27,1773,455,936,.486,33,99,.333,208,228,.912,91,134,225,94,49,7,98,144,1151
170,Kevin Johnson,24,PHO,77,76,2772,591,1145,.516,9,44,.205,519,616,.843,54,217,271,781,163,11,269,174,1710
171,Magic Johnson*,31,LAL,79,79,2933,466,976,.477,80,250,.320,519,573,.906,105,446,551,989,102,17,314,150,1531
172,Steve Johnson,33,GSW,24,8,228,34,63,.540,0,0,,22,37,.595,18,39,57,17,4,4,25,50,90
173,Vinnie Johnson,34,DET,82,28,2390,406,936,.434,11,34,.324,135,209,.646,110,170,280,271,75,15,118,166,958
174,Charles Jones,33,WSB,62,54,1499,67,124,.540,0,0,,29,50,.580,119,240,359,48,51,124,46,199,163
175,Michael Jordan*,27,CHI,82,82,3034,990,1837,.539,29,93,.312,571,671,.851,118,374,492,453,223,83,202,229,2580
176,Shawn Kemp,21,SEA,81,66,2442,462,909,.508,2,12,.167,288,436,.661,267,412,679,144,77,123,202,319,1214
177,Steve Kerr,25,CLE,57,4,905,99,223,.444,28,62,.452,45,53,.849,5,32,37,131,29,4,40,52,271
178,Jerome Kersey,28,POR,73,72,2359,424,887,.478,4,13,.308,232,327,.709,169,312,481,227,101,76,149,251,1084
179,Alec Kessler,24,MIA,78,18,1259,199,468,.425,0,4,.000,88,131,.672,115,221,336,31,17,26,108,189,486
180,Randolph Keys,24,CHH,44,0,473,59,145,.407,3,14,.214,19,33,.576,40,60,100,18,22,15,35,93,140
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
