Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
52,Michael Cooper,31,LAL,61,8,1793,189,482,.392,57,178,.320,97,113,.858,50,178,228,289,66,26,101,136,532
53,Wayne Cooper,31,DEN,45,32,865,118,270,.437,0,1,.000,50,67,.746,98,172,270,30,12,94,59,145,286
54,Tyrone Corbin,25,TOT,84,5,1739,257,525,.490,1,6,.167,110,138,.797,127,223,350,115,72,18,104,181,625
54,Tyrone Corbin,25,CLE,54,4,1148,158,322,.491,0,3,.000,77,98,.786,79,141,220,56,42,15,66,128,393
54,Tyrone Corbin,25,PHO,30,1,591,99,203,.488,1,3,.333,33,40,.825,48,82,130,59,30,3,38,53,232
55,Dave Corzine,31,CHI,80,32,2328,344,715,.481,1,9,.111,115,153,.752,170,357,527,154,36,95,109,149,804
56,Winston Crite,22,PHO,29,0,258,34,68,.500,0,0,,19,25,.760,27,37,64,15,5,8,25,42,87
57,Pat Cummings,31,NYK,62,9,946,140,307,.456,0,1,.000,59,80,.738,82,153,235,37,20,10,65,143,339
58,Terry Cummings,26,MIL,76,76,2629,675,1392,.485,1,3,.333,270,406,.665,184,369,553,181,78,46,170,274,1621
59,Earl Cureton,30,LAC,69,11,1128,133,310,.429,0,3,.000,33,63,.524,97,174,271,63,32,36,58,135,299
60,Dell Curry,23,CLE,79,8,1499,340,742,.458,28,81,.346,79,101,.782,43,123,166,149,94,22,108,128,787
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Quintin Dailey,27,LAC,67,7,1282,328,755,.434,2,12,.167,243,313,.776,62,92,154,109,69,4,123,128,901
62,Adrian Dantley*,31,DET,69,50,2144,444,863,.514,0,2,.000,492,572,.860,84,143,227,171,39,10,135,144,1380
63,Brad Daugherty,22,CLE,79,78,2957,551,1081,.510,0,2,.000,378,528,.716,151,514,665,333,48,56,267,235,1480
64,Brad Davis,32,DAL,75,12,1480,208,415,.501,30,74,.405,91,108,.843,18,84,102,303,51,18,91,149,537
65,Charles Davis,29,TOT,21,0,226,48,115,.417,1,17,.059,7,10,.700,16,25,41,20,2,4,18,29,104
65,Charles Davis,29,MIL,5,0,39,6,18,.333,0,2,.000,0,0,,1,2,3,3,2,1,5,4,12
65,Charles Davis,29,SAS,16,0,187,42,97,.433,1,15,.067,7,10,.700,15,23,38,17,0,3,13,25,92
66,Walter Davis,33,PHO,68,48,1951,488,1031,.473,36,96,.375,205,231,.887,32,127,159,278,86,3,126,131,1217
67,Darryl Dawkins,31,TOT,6,0,33,2,9,.222,0,0,,6,15,.400,2,3,5,2,0,2,7,14,10
67,Darryl Dawkins,31,UTA,4,0,26,1,7,.143,0,0,,4,12,.333,2,3,5,1,0,1,4,10,6
67,Darryl Dawkins,31,DET,2,0,7,1,2,.500,0,0,,2,3,.667,0,0,0,1,0,1,3,4,4
68,Johnny Dawkins,24,SAS,65,61,2179,405,835,.485,19,61,.311,198,221,.896,66,138,204,480,88,2,154,95,1027
69,Darren Daye,27,BOS,47,8,655,112,217,.516,0,1,.000,59,87,.678,30,46,76,71,29,4,44,68,283
70,James Donaldson,30,DAL,81,81,2523,212,380,.558,0,0,,147,189,.778,247,508,755,66,40,104,113,175,571
71,Billy Donovan,22,NYK,44,0,364,44,109,.404,0,7,.000,17,21,.810,5,20,25,87,16,1,42,33,105
72,Greg Dreiling,24,IND,20,0,74,8,17,.471,0,0,,18,26,.692,3,14,17,5,2,4,11,19,34
73,Larry Drew,29,LAC,74,51,2024,328,720,.456,26,90,.289,83,108,.769,21,98,119,383,65,0,152,114,765
74,Clyde Drexler*,25,POR,81,80,3060,849,1679,.506,11,52,.212,476,587,.811,261,272,533,467,203,52,236,250,2185
75,Kevin Duckworth,23,POR,78,50,2223,450,907,.496,0,0,,331,430,.770,224,352,576,66,31,32,177,280,1231
76,Chris Dudley,22,CLE,55,1,513,65,137,.474,0,0,,40,71,.563,74,70,144,23,13,19,31,87,170
77,Joe Dumars*,24,DET,82,82,2732,453,960,.472,4,19,.211,251,308,.815,63,137,200,387,87,15,172,155,1161
78,T.R. Dunn,32,DEN,82,1,1534,70,156,.449,0,1,.000,40,52,.769,110,130,240,87,101,11,26,152,180
79,Mark Eaton,31,UTA,82,82,2731,226,541,.418,0,0,,119,191,.623,230,487,717,55,41,304,131,320,571
80,Franklin Edwards,28,SAC,16,11,414,54,115,.470,0,2,.000,24,32,.750,4,15,19,92,10,1,47,10,132
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,James Edwards,32,TOT,69,44,1705,302,643,.470,0,1,.000,210,321,.654,119,293,412,78,16,37,130,216,814
81,James Edwards,32,PHO,43,42,1377,254,542,.469,0,1,.000,165,260,.635,97,238,335,73,14,32,108,159,673
81,James Edwards,32,DET,26,2,328,48,101,.475,0,0,,45,61,.738,22,55,77,5,2,5,22,57,141
82,Craig Ehlo,26,CLE,79,27,1709,226,485,.466,22,64,.344,89,132,.674,86,188,274,206,82,30,107,182,563
83,Dale Ellis,27,SEA,75,73,2790,764,1519,.503,107,259,.413,303,395,.767,167,173,340,197,74,11,172,221,1938
84,Chris Engler,28,NJN,54,0,399,36,88,.409,0,0,,31,35,.886,32,66,98,15,9,6,29,73,103
85,Alex English*,34,DEN,80,80,2818,843,1704,.495,0,6,.000,314,379,.828,166,207,373,377,70,23,181,193,2000
86,Mike Evans,32,DEN,56,0,656,139,307,.453,36,91,.396,30,37,.811,9,39,48,81,34,6,43,78,344
87,Patrick Ewing*,25,NYK,82,82,2546,656,1183,.555,0,3,.000,341,476,.716,245,431,676,125,104,245,287,332,1653
88,Jim Farmer,23,DAL,30,0,157,26,69,.377,0,6,.000,9,10,.900,9,9,18,16,3,1,22,18,61
89,Dave Feitl,25,GSW,70,19,1128,182,404,.450,0,4,.000,94,134,.701,83,252,335,53,15,9,87,146,458
90,Kenny Fields,25,LAC,7,0,154,16,36,.444,0,0,,20,26,.769,13,16,29,10,5,2,19,17,52
91,Vern Fleming,25,IND,80,80,2733,442,845,.523,0,13,.000,227,283,.802,106,258,364,568,115,11,175,225,1111
92,Sleepy Floyd,27,TOT,77,73,2514,420,969,.433,14,72,.194,301,354,.850,77,219,296,544,95,12,223,190,1155
92,Sleepy Floyd,27,GSW,18,18,680,132,301,.439,1,20,.050,116,139,.835,26,65,91,178,27,2,67,46,381
92,Sleepy Floyd,27,HOU,59,55,1834,288,668,.431,13,52,.250,185,215,.860,51,154,205,366,68,10,156,144,774
93,Tellis Frank,22,GSW,78,29,1597,242,565,.428,0,1,.000,150,207,.725,95,235,330,111,53,23,109,267,634
94,World B. Free,34,HOU,58,0,682,143,350,.409,8,35,.229,80,100,.800,14,30,44,60,20,3,49,74,374
95,Kevin Gamble,22,POR,9,0,19,0,3,.000,0,1,.000,0,0,,2,1,3,1,2,0,2,2,0
96,Winston Garland,23,GSW,67,62,2122,340,775,.439,13,39,.333,138,157,.879,68,159,227,429,116,7,167,188,831
97,Armen Gilliam,23,PHO,55,53,1807,342,720,.475,0,0,,131,193,.679,134,300,434,72,58,29,123,143,815
98,Artis Gilmore*,38,TOT,71,27,893,99,181,.547,0,0,,67,128,.523,69,142,211,21,15,30,67,148,265
98,Artis Gilmore*,38,CHI,24,23,372,41,80,.513,0,0,,19,37,.514,15,48,63,9,5,12,28,54,101
98,Artis Gilmore*,38,BOS,47,4,521,58,101,.574,0,0,,48,91,.527,54,94,148,12,10,18,39,94,164
99,Mike Gminski,28,TOT,81,81,2961,505,1126,.448,0,2,.000,355,392,.906,245,569,814,139,64,118,177,176,1365
99,Mike Gminski,28,NJN,34,34,1194,215,474,.454,0,2,.000,143,166,.861,82,238,320,55,28,33,83,78,573
99,Mike Gminski,28,PHI,47,47,1767,290,652,.445,0,0,,212,226,.938,163,331,494,84,36,85,94,98,792
100,Lancaster Gordon,25,LAC,8,0,65,11,31,.355,0,0,,6,6,1.000,2,2,4,7,1,2,4,8,28
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Horace Grant,22,CHI,81,6,1827,254,507,.501,0,2,.000,114,182,.626,155,292,447,89,51,53,86,221,622
102,Stuart Gray,24,IND,74,0,807,90,193,.466,0,1,.000,44,73,.603,70,180,250,44,11,32,50,152,224
103,A.C. Green,24,LAL,82,64,2636,322,640,.503,0,2,.000,293,379,.773,245,465,710,93,87,45,120,204,937
104,Rickey Green,33,UTA,81,3,1116,157,370,.424,4,19,.211,75,83,.904,14,66,80,300,57,1,94,83,393
105,Sidney Green,27,NYK,82,65,2049,258,585,.441,0,2,.000,126,190,.663,221,421,642,93,65,32,148,318,642
106,Dave Greenwood,30,SAS,45,40,1236,151,328,.460,0,2,.000,83,111,.748,92,208,300,97,33,22,74,134,385
107,Claude Gregory,29,LAC,23,2,313,61,134,.455,0,1,.000,12,36,.333,37,58,95,16,9,13,22,37,134
108,Darrell Griffith,29,UTA,52,11,1052,251,585,.429,28,102,.275,59,92,.641,36,91,127,91,52,5,67,102,589
109,Petur Gudmundsson,29,SAS,69,9,1017,139,280,.496,0,1,.000,117,145,.807,93,230,323,86,18,61,103,197,395
110,Bob Hansen,27,UTA,81,51,1796,316,611,.517,32,97,.330,113,152,.743,64,123,187,175,65,5,91,193,777
111,Bill Hanzlik,30,DEN,77,0,1334,109,287,.380,3,16,.188,129,163,.791,39,132,171,166,64,17,95,185,350
112,Derek Harper,26,DAL,82,82,3032,536,1167,.459,60,192,.313,261,344,.759,71,175,246,634,168,35,190,164,1393
113,Ron Harper,24,CLE,57,52,1830,340,732,.464,3,20,.150,196,278,.705,64,159,223,281,122,52,158,157,879
114,Steve Harris,24,TOT,58,26,1084,223,487,.458,0,7,.000,89,113,.788,53,73,126,87,50,8,56,89,535
114,Steve Harris,24,HOU,14,10,199,34,86,.395,0,1,.000,15,16,.938,12,9,21,17,8,2,6,15,83
114,Steve Harris,24,GSW,44,16,885,189,401,.471,0,6,.000,74,97,.763,41,64,105,70,42,6,50,74,452
115,Scott Hastings,27,ATL,55,0,403,40,82,.488,5,12,.417,25,27,.926,27,70,97,16,8,10,14,67,110
116,Dave Henderson,23,PHI,22,1,351,47,116,.405,0,1,.000,32,47,.681,11,24,35,34,12,5,40,41,126
117,Gerald Henderson,32,TOT,75,5,1505,194,453,.428,69,163,.423,138,170,.812,27,80,107,231,69,5,133,187,595
117,Gerald Henderson,32,NYK,6,2,69,5,14,.357,2,4,.500,2,2,1.000,1,9,10,13,2,0,8,14,14
117,Gerald Henderson,32,PHI,69,3,1436,189,439,.431,67,159,.421,136,168,.810,26,71,97,218,67,5,125,173,581
118,Kevin Henderson,23,TOT,17,2,190,21,53,.396,0,1,.000,15,26,.577,9,12,21,23,8,0,17,26,57
118,Kevin Henderson,23,GSW,12,2,170,19,48,.396,0,1,.000,10,14,.714,6,11,17,21,8,0,15,24,48
118,Kevin Henderson,23,CLE,5,0,20,2,5,.400,0,0,,5,12,.417,3,1,4,2,0,0,2,2,9
119,Conner Henry,24,TOT,39,2,433,62,150,.413,20,45,.444,39,47,.830,13,36,49,67,12,5,39,37,183
119,Conner Henry,24,BOS,10,0,81,11,28,.393,3,8,.375,9,10,.900,2,8,10,12,1,1,9,11,34
119,Conner Henry,24,MIL,14,2,145,13,41,.317,2,6,.333,4,7,.571,5,14,19,29,4,1,14,11,32
119,Conner Henry,24,SAC,15,0,207,38,81,.469,15,31,.484,26,30,.867,6,14,20,26,7,3,16,15,117
120,Rod Higgins,28,GSW,68,67,2188,381,725,.526,19,39,.487,273,322,.848,94,199,293,188,70,31,111,188,1054
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Roy Hinson,26,TOT,77,57,2592,453,930,.487,0,2,.000,272,351,.775,159,358,517,99,69,140,169,275,1178
121,Roy Hinson,26,PHI,29,10,845,123,272,.452,0,1,.000,89,124,.718,53,116,169,27,24,68,63,90,335
121,Roy Hinson,26,NJN,48,47,1747,330,658,.502,0,1,.000,183,227,.806,106,242,348,72,45,72,106,185,843
122,Craig Hodges,27,TOT,66,0,1445,242,523,.463,86,175,.491,59,71,.831,19,59,78,153,46,2,77,118,629
122,Craig Hodges,27,MIL,43,0,983,155,345,.449,55,118,.466,32,39,.821,12,34,46,109,30,0,49,80,397
122,Craig Hodges,27,PHO,23,0,462,87,178,.489,31,57,.544,27,32,.844,7,25,32,44,16,2,28,38,232
123,Mike Holton,26,POR,82,2,1279,163,353,.462,3,15,.200,107,129,.829,50,99,149,211,41,10,86,154,436
124,Dave Hoppen,23,TOT,39,8,642,84,183,.459,0,1,.000,54,62,.871,58,116,174,32,13,6,37,87,222
124,Dave Hoppen,23,MIL,3,0,35,4,11,.364,0,0,,3,3,1.000,4,3,7,2,0,0,2,3,11
124,Dave Hoppen,23,GSW,36,8,607,80,172,.465,0,1,.000,51,59,.864,54,113,167,30,13,6,35,84,211
125,Dennis Hopson,22,NJN,61,19,1365,222,549,.404,12,45,.267,131,177,.740,63,80,143,118,57,25,119,145,587
126,Jeff Hornacek,24,PHO,82,49,2243,306,605,.506,17,58,.293,152,185,.822,71,191,262,540,107,10,156,151,781
127,Phil Hubbard,31,CLE,78,59,1631,237,485,.489,0,5,.000,182,243,.749,117,164,281,81,50,7,118,167,656
128,Eddie Hughes,27,UTA,11,0,42,5,13,.385,1,6,.167,6,6,1.000,3,1,4,8,0,0,6,5,17
129,Jay Humphries,25,TOT,68,33,1809,284,538,.528,3,18,.167,112,153,.732,49,125,174,395,81,5,127,177,683
129,Jay Humphries,25,PHO,50,33,1557,264,484,.545,3,16,.188,103,139,.741,44,107,151,354,61,4,108,154,634
129,Jay Humphries,25,MIL,18,0,252,20,54,.370,0,2,.000,9,14,.643,5,18,23,41,20,1,19,23,49
130,Marc Iavaroni,31,UTA,81,71,1238,143,308,.464,0,2,.000,78,99,.788,94,174,268,67,23,25,83,162,364
131,Mark Jackson,22,NYK,82,80,3249,438,1013,.432,32,126,.254,206,266,.774,120,276,396,868,205,6,258,244,1114
132,Michael Jackson,23,SAC,58,0,760,64,171,.374,6,25,.240,23,32,.719,17,42,59,179,20,5,58,81,157
133,Buck Johnson,24,HOU,70,2,879,155,298,.520,1,8,.125,67,91,.736,77,91,168,49,30,26,54,127,378
134,Clemon Johnson,31,SEA,74,26,723,49,105,.467,0,0,,22,32,.688,66,108,174,17,13,24,29,104,120
135,Dennis Johnson*,33,BOS,77,74,2670,352,803,.438,12,46,.261,255,298,.856,62,178,240,598,93,29,195,204,971
136,Eddie Johnson,28,PHO,73,59,2177,533,1110,.480,24,94,.255,204,240,.850,121,197,318,180,33,9,139,190,1294
137,Frank Johnson,29,WSB,75,17,1258,216,498,.434,1,9,.111,121,149,.812,39,82,121,188,70,4,99,120,554
138,Kannard Johnson,22,CLE,4,0,12,1,3,.333,0,0,,0,0,,0,0,0,0,1,0,2,1,2
139,Kevin Johnson,21,TOT,80,28,1917,275,596,.461,5,24,.208,177,211,.839,36,155,191,437,103,24,146,155,732
139,Kevin Johnson,21,CLE,52,3,1043,143,311,.460,2,9,.222,92,112,.821,10,62,72,193,60,17,82,96,380
139,Kevin Johnson,21,PHO,28,25,874,132,285,.463,3,15,.200,85,99,.859,26,93,119,244,43,7,64,59,352
140,Magic Johnson*,28,LAL,72,70,2637,490,996,.492,11,56,.196,417,489,.853,88,361,449,858,114,13,269,147,1408
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Steve Johnson,30,POR,43,33,1050,258,488,.529,0,1,.000,146,249,.586,84,158,242,57,17,32,122,151,662
142,Vinnie Johnson,31,DET,82,1,1935,425,959,.443,5,24,.208,147,217,.677,90,141,231,267,58,18,152,164,1002
143,Caldwell Jones,37,POR,79,77,1778,128,263,.487,0,4,.000,78,106,.736,105,303,408,81,29,99,82,251,334
144,Charles Jones,30,WSB,69,49,1313,72,177,.407,0,1,.000,53,75,.707,106,219,325,59,53,113,57,226,197
145,Charles Jones,26,POR,37,0,186,16,40,.400,0,1,.000,19,33,.576,11,20,31,8,3,6,12,28,51
146,Michael Jordan*,24,CHI,82,82,3311,1069,1998,.535,7,53,.132,723,860,.841,139,310,449,485,259,131,252,270,2868
147,Jerome Kersey,25,POR,79,75,2888,611,1225,.499,3,15,.200,291,396,.735,211,446,657,243,127,65,161,302,1516
148,Albert King,28,PHI,72,44,1593,211,540,.391,17,49,.347,78,103,.757,71,145,216,109,39,18,93,219,517
149,Bernard King,31,WSB,69,38,2044,470,938,.501,1,6,.167,247,324,.762,86,194,280,192,49,10,211,202,1188
150,Greg Kite,26,TOT,53,19,1063,92,205,.449,0,1,.000,40,79,.506,85,179,264,47,19,58,73,153,224
150,Greg Kite,26,BOS,13,0,86,9,23,.391,0,0,,1,6,.167,10,14,24,2,3,8,9,16,19
150,Greg Kite,26,LAC,40,19,977,83,182,.456,0,1,.000,39,73,.534,75,165,240,45,16,50,64,137,205
151,Joe Kleine,26,SAC,82,60,1999,324,686,.472,0,0,,153,188,.814,179,400,579,93,28,59,107,228,801
152,Bart Kofoed,23,UTA,36,0,225,18,48,.375,2,7,.286,8,13,.615,4,11,15,23,6,1,18,42,46
153,Jon Koncak,24,ATL,49,22,1073,98,203,.483,0,2,.000,83,136,.610,103,230,333,19,36,56,53,161,279
154,Larry Krystkowiak,23,MIL,50,7,1050,128,266,.481,0,3,.000,103,127,.811,88,143,231,50,18,8,57,137,359
155,Bill Laimbeer,30,DET,82,82,2897,455,923,.493,13,39,.333,187,214,.874,165,667,832,199,66,78,136,284,1110
156,Jeff Lamp,28,LAL,3,0,7,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,1,2
157,Allen Leavell,30,HOU,80,54,2150,291,666,.437,19,88,.216,218,251,.869,22,126,148,405,124,9,130,162,819
158,Fat Lever,27,DEN,82,82,3061,643,1360,.473,12,57,.211,248,316,.785,203,462,665,639,223,21,182,214,1546
159,Cliff Levingston,27,ATL,82,32,2135,314,564,.557,1,2,.500,190,246,.772,228,276,504,71,52,84,94,287,819
160,Ralph Lewis,24,DET,50,0,310,27,87,.310,0,1,.000,29,48,.604,17,34,51,14,13,4,19,36,83
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Reggie Lewis,22,BOS,49,0,405,90,193,.466,0,4,.000,40,57,.702,28,35,63,26,16,15,30,54,220
162,Alton Lister,29,SEA,82,55,1812,173,343,.504,1,2,.500,114,188,.606,200,427,627,58,27,140,90,319,461
163,Brad Lohaus,23,BOS,70,4,718,122,246,.496,3,13,.231,50,62,.806,46,92,138,49,20,41,59,123,297
164,John Long,31,IND,81,81,2022,417,879,.474,34,77,.442,166,183,.907,72,157,229,173,84,11,127,164,1034
165,John Lucas,34,MIL,81,22,1766,281,631,.445,51,151,.338,130,162,.802,29,130,159,392,88,3,125,102,743
166,Maurice Lucas,35,POR,73,0,1191,168,373,.450,0,3,.000,109,148,.736,101,214,315,94,33,10,73,188,445
167,Rick Mahorn,29,DET,67,64,1963,276,481,.574,1,2,.500,164,217,.756,159,406,565,60,43,42,119,262,717
