Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Alaa Abdelnaby,23,POR,71,1,934,178,361,.493,0,0,,76,101,.752,81,179,260,30,25,17,66,132,432
2,Mahmoud Abdul-Rauf,22,DEN,81,11,1538,356,845,.421,31,94,.330,94,108,.870,22,92,114,192,44,4,117,130,837
3,Mark Acres,29,ORL,68,6,926,78,151,.517,1,3,.333,51,67,.761,97,155,252,22,25,15,33,140,208
4,Michael Adams,29,WSB,78,78,2795,485,1233,.393,125,386,.324,313,360,.869,58,252,310,594,145,9,212,162,1408
5,Rafael Addison,27,NJN,76,8,1175,187,432,.433,14,49,.286,56,76,.737,65,100,165,68,28,28,46,109,444
6,Mark Aguirre,32,DET,75,12,1582,339,787,.431,15,71,.211,158,230,.687,67,169,236,126,51,11,105,171,851
7,Danny Ainge,32,POR,81,6,1595,299,676,.442,78,230,.339,108,131,.824,40,108,148,202,73,12,70,148,784
8,Victor Alexander,22,GSW,80,28,1350,243,459,.529,0,1,.000,103,149,.691,106,230,336,32,45,62,91,176,589
9,Greg Anderson,27,DEN,82,82,2793,389,854,.456,0,4,.000,167,268,.623,337,604,941,78,88,65,201,263,945
10,Kenny Anderson,21,NJN,64,13,1086,187,480,.390,3,13,.231,73,98,.745,38,89,127,203,67,9,97,68,450
11,Nick Anderson,24,ORL,60,59,2203,482,1042,.463,30,85,.353,202,303,.667,98,286,384,163,97,33,126,132,1196
12,Ron Anderson,33,PHI,82,11,2432,469,1008,.465,42,127,.331,143,163,.877,96,182,278,135,86,11,109,128,1123
13,Willie Anderson,25,SAS,57,55,1889,312,685,.455,13,56,.232,107,138,.775,62,238,300,302,54,51,140,151,744
14,Michael Ansley,24,TOT,10,0,45,8,18,.444,0,0,,5,6,.833,2,4,6,2,0,0,3,7,21
14,Michael Ansley,24,PHI,8,0,32,5,11,.455,0,0,,5,6,.833,2,2,4,2,0,0,3,6,15
14,Michael Ansley,24,CHH,2,0,13,3,7,.429,0,0,,0,0,,0,2,2,0,0,0,0,1,6
15,Greg Anthony,24,NYK,82,1,1510,161,435,.370,8,55,.145,117,158,.741,33,103,136,314,59,9,98,170,447
16,B.J. Armstrong,24,CHI,82,3,1875,335,697,.481,35,87,.402,104,129,.806,19,126,145,266,46,5,94,88,809
17,Vincent Askew,25,GSW,80,10,1496,193,379,.509,1,10,.100,111,160,.694,89,144,233,188,47,23,84,128,498
18,Keith Askins,24,MIA,59,4,843,84,205,.410,25,73,.342,26,37,.703,65,77,142,38,40,15,47,109,219
19,Stacey Augmon,23,ATL,82,82,2505,440,899,.489,1,6,.167,213,320,.666,191,229,420,201,124,27,181,161,1094
20,Isaac Austin,22,UTA,31,0,112,21,46,.457,0,0,,19,30,.633,11,24,35,5,2,2,8,20,61
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Milos Babic,23,MIA,9,0,35,6,13,.462,0,0,,6,8,.750,2,9,11,6,1,0,5,0,18
22,John Bagley,31,BOS,73,59,1742,223,506,.441,10,42,.238,68,95,.716,38,123,161,480,57,4,148,123,524
23,Thurl Bailey,30,TOT,84,18,2104,368,836,.440,0,2,.000,215,270,.796,122,363,485,78,35,117,108,160,951
23,Thurl Bailey,30,UTA,13,0,327,39,101,.386,0,1,.000,44,55,.800,23,55,78,19,5,15,21,31,122
23,Thurl Bailey,30,MIN,71,18,1777,329,735,.448,0,1,.000,171,215,.795,99,308,407,59,30,102,87,129,829
24,Steve Bardo,23,SAS,1,0,1,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0
25,Charles Barkley*,28,PHI,75,75,2881,622,1126,.552,32,137,.234,454,653,.695,271,559,830,308,136,44,235,196,1730
26,Dana Barros,24,SEA,75,1,1331,238,493,.483,83,186,.446,60,79,.759,17,64,81,125,51,4,56,84,619
27,John Battle,29,CLE,76,2,1637,316,659,.480,2,17,.118,145,171,.848,19,93,112,159,36,5,91,116,779
28,Kenny Battle,27,TOT,16,0,92,11,17,.647,0,1,.000,10,12,.833,4,12,16,4,2,2,4,10,32
28,Kenny Battle,27,BOS,8,0,46,3,4,.750,0,0,,8,8,1.000,3,6,9,0,1,0,2,4,14
28,Kenny Battle,27,GSW,8,0,46,8,13,.615,0,1,.000,2,4,.500,1,6,7,4,1,2,2,6,18
29,William Bedford,28,DET,32,8,363,50,121,.413,0,1,.000,14,22,.636,24,39,63,12,6,18,15,56,114
30,Benoit Benjamin,27,SEA,63,61,1941,354,740,.478,0,2,.000,171,249,.687,130,383,513,76,39,118,175,185,879
31,Winston Bennett,26,TOT,54,45,833,80,211,.379,0,1,.000,35,50,.700,63,99,162,38,19,9,33,122,195
31,Winston Bennett,26,CLE,52,45,831,79,209,.378,0,1,.000,35,50,.700,62,99,161,38,19,9,33,121,193
