Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Tariq Abdul-Wahad,24,SAC,49,49,1205,177,407,.435,6,21,.286,94,136,.691,72,114,186,50,50,16,70,121,454
2,Shareef Abdur-Rahim,22,VAN,50,50,2021,386,893,.432,11,36,.306,369,439,.841,114,260,374,172,69,55,186,137,1152
3,Cory Alexander,25,DEN,36,4,778,97,260,.373,30,105,.286,37,44,.841,7,67,74,119,35,5,69,77,261
4,Ray Allen,23,MIL,50,50,1719,303,673,.450,74,208,.356,176,195,.903,57,155,212,178,53,7,122,117,856
5,Peter Aluma,25,SAC,2,0,5,1,2,.500,0,0,,0,0,,1,1,2,0,1,1,2,4,2
6,Derek Anderson,24,CLE,38,13,978,125,314,.398,21,69,.304,138,165,.836,20,89,109,145,48,4,82,73,409
7,Kenny Anderson,28,BOS,34,33,1010,161,357,.451,6,24,.250,84,101,.832,24,79,103,193,33,2,71,78,412
8,Nick Anderson,31,ORL,47,39,1581,253,640,.395,96,277,.347,99,162,.611,51,226,277,91,64,15,83,72,701
9,Shandon Anderson,25,UTA,50,2,1072,162,363,.446,14,41,.341,89,125,.712,49,83,132,56,39,10,66,89,427
10,Chris Anstey,24,DAL,41,4,470,50,139,.360,0,7,.000,34,48,.708,35,62,97,27,18,13,26,98,134
11,Greg Anthony,31,POR,50,0,806,104,251,.414,49,125,.392,62,89,.697,14,49,63,100,66,3,55,75,319
12,B.J. Armstrong,31,TOT,32,1,358,40,88,.455,7,15,.467,18,21,.857,2,37,39,61,12,0,25,31,105
12,B.J. Armstrong,31,CHH,10,1,178,21,43,.488,6,8,.750,9,10,.900,1,15,16,27,3,0,10,16,57
12,B.J. Armstrong,31,ORL,22,0,180,19,45,.422,1,7,.143,9,11,.818,1,22,23,34,9,0,15,15,48
13,Darrell Armstrong,30,ORL,50,15,1502,230,522,.441,69,189,.365,161,178,.904,53,127,180,335,108,4,158,90,690
14,Keith Askins,31,MIA,33,13,415,20,62,.323,8,29,.276,5,8,.625,10,34,44,10,17,3,13,58,53
15,Stacey Augmon,30,POR,48,21,874,78,174,.448,0,2,.000,52,76,.684,47,78,125,58,57,18,30,81,208
16,Isaac Austin,29,ORL,49,49,1259,185,453,.408,2,7,.286,105,157,.669,83,154,237,89,47,35,114,125,477
17,Anthony Avent,29,UTA,5,0,44,4,13,.308,0,0,,1,2,.500,8,4,12,1,2,0,7,6,9
18,Thurl Bailey,37,UTA,43,0,543,78,175,.446,0,2,.000,25,34,.735,36,58,94,26,9,28,27,78,181
19,Toby Bailey,23,PHO,27,10,249,34,86,.395,1,5,.200,9,13,.692,24,30,54,13,9,2,11,24,78
20,LaMark Baker,29,TOR,1,0,2,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Vin Baker,27,SEA,34,31,1162,198,437,.453,0,3,.000,72,160,.450,86,125,211,56,32,34,76,121,468
22,Charles Barkley*,35,HOU,42,40,1526,240,502,.478,4,25,.160,192,267,.719,167,349,516,192,43,13,100,89,676
23,Dana Barros,31,BOS,50,16,1156,168,371,.453,64,160,.400,64,73,.877,16,89,105,208,52,5,88,64,464
24,Brent Barry,27,CHI,37,30,1181,141,356,.396,52,172,.302,78,101,.772,39,105,144,116,42,11,72,98,412
25,Drew Barry,25,SEA,17,0,183,10,32,.313,8,24,.333,9,13,.692,3,17,20,29,7,1,12,24,37
26,Jon Barry,29,SAC,43,0,736,59,138,.428,24,79,.304,71,84,.845,25,71,96,112,53,5,47,61,213
27,Tony Battie,22,BOS,50,15,1121,147,283,.519,0,3,.000,41,61,.672,96,204,300,53,29,71,45,159,335
28,Corey Beck,27,TOT,24,0,180,18,39,.462,1,1,1.000,8,15,.533,6,22,28,20,9,2,13,26,45
28,Corey Beck,27,DET,8,0,30,4,8,.500,0,0,,2,2,1.000,3,2,5,0,2,0,2,5,10
28,Corey Beck,27,CHH,16,0,150,14,31,.452,1,1,1.000,6,13,.462,3,20,23,20,7,2,11,21,35
29,Benoit Benjamin,34,PHI,6,0,33,2,7,.286,0,0,,0,0,,3,5,8,1,0,0,3,6,4
30,Corey Benjamin,20,CHI,31,1,320,44,117,.376,3,14,.214,27,40,.675,15,25,40,10,11,8,21,46,118
31,Mario Bennett,25,CHI,3,0,19,2,6,.333,0,0,,3,4,.750,2,3,5,0,1,0,1,4,7
32,Travis Best,26,IND,49,0,1043,127,305,.416,22,59,.373,70,83,.843,19,61,80,169,42,4,62,111,346
33,Mike Bibby,20,VAN,50,50,1758,260,605,.430,15,74,.203,127,169,.751,30,106,136,325,78,5,146,122,662
34,Chauncey Billups,22,DEN,45,41,1488,191,495,.386,85,235,.362,157,172,.913,24,72,96,173,58,14,98,115,624
35,Mookie Blaylock,31,ATL,48,48,1763,247,651,.379,77,251,.307,69,91,.758,45,179,224,278,99,9,115,61,640
36,Corie Blount,30,TOT,34,3,530,36,100,.360,0,1,.000,28,54,.519,58,93,151,12,19,16,21,74,100
36,Corie Blount,30,LAL,14,3,162,13,33,.394,0,1,.000,6,12,.500,24,22,46,2,1,4,6,27,32
36,Corie Blount,30,CLE,20,0,368,23,67,.343,0,0,,22,42,.524,34,71,105,10,18,12,15,47,68
37,Muggsy Bogues,34,GSW,36,5,714,76,154,.494,0,6,.000,31,36,.861,16,57,73,134,43,1,47,44,183
38,Etdrick Bohannon,25,WAS,2,0,4,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0
39,Keith Booth,24,CHI,39,4,432,49,151,.325,1,10,.100,21,42,.500,25,68,93,38,22,11,39,60,120
40,Bruce Bowen,27,BOS,30,1,494,26,93,.280,7,26,.269,11,24,.458,15,37,52,28,21,9,13,51,70
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Earl Boykins,22,TOT,22,0,221,30,79,.380,3,18,.167,2,3,.667,7,10,17,33,6,0,20,20,65
41,Earl Boykins,22,NJN,5,0,51,10,21,.476,1,5,.200,0,0,,1,3,4,6,1,0,7,3,21
41,Earl Boykins,22,CLE,17,0,170,20,58,.345,2,13,.154,2,3,.667,6,7,13,27,5,0,13,17,44
42,Shawn Bradley,26,DAL,49,33,1294,167,348,.480,0,4,.000,86,115,.748,130,262,392,40,35,159,56,153,420
43,Terrell Brandon,28,TOT,36,34,1217,212,507,.418,12,47,.255,65,78,.833,27,107,134,309,63,10,74,82,501
