Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
139,Anthony Goldwire,31,WAS,5,0,34,4,7,.571,1,1,1.000,4,5,.800,0,3,3,1,0,0,4,1,13
140,Drew Gooden,21,TOT,70,47,1873,355,777,.457,14,48,.292,151,212,.712,163,292,455,83,53,35,150,172,875
140,Drew Gooden,21,MEM,51,29,1329,255,576,.443,14,46,.304,92,132,.697,105,190,295,63,38,22,105,121,616
140,Drew Gooden,21,ORL,19,18,544,100,201,.498,0,2,.000,59,80,.738,58,102,160,20,15,13,45,51,259
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Brian Grant,30,MIA,82,82,2641,344,676,.509,0,0,,158,205,.771,241,596,837,104,63,47,129,300,846
142,Horace Grant,37,ORL,5,1,85,13,25,.520,0,0,,0,0,,2,6,8,7,3,0,1,5,26
143,Adrian Griffin,28,DAL,74,48,1373,146,337,.433,6,24,.250,27,32,.844,88,176,264,105,77,6,47,157,325
144,Eddie Griffin,20,HOU,77,66,1890,271,678,.400,64,192,.333,58,94,.617,138,323,461,86,52,111,76,136,664
145,Tom Gugliotta,33,PHO,27,11,447,60,132,.455,0,1,.000,9,9,1.000,25,75,100,31,14,5,31,35,129
146,A.J. Guyton,24,GSW,2,0,9,0,4,.000,0,1,.000,0,0,,0,0,0,2,1,0,1,0,0
147,Marcus Haislip,22,MIL,39,8,441,66,153,.431,3,12,.250,26,38,.684,21,32,53,9,7,18,21,55,161
148,Darvin Ham,29,ATL,75,1,926,71,159,.447,0,3,.000,38,79,.481,73,80,153,38,16,19,65,127,180
149,Richard Hamilton,24,DET,82,82,2640,570,1286,.443,32,119,.269,440,528,.833,88,230,318,208,64,13,200,249,1612
150,Zendon Hamilton,27,TOR,3,0,12,2,5,.400,0,0,,2,2,1.000,1,3,4,0,1,0,1,2,6
151,Anfernee Hardaway,31,PHO,58,51,1777,256,573,.447,26,73,.356,77,97,.794,66,192,258,235,66,26,145,150,615
152,Tim Hardaway,36,IND,10,0,127,18,49,.367,11,31,.355,2,4,.500,1,14,15,24,9,0,11,8,49
153,Matt Harpring,26,UTA,78,69,2557,521,1020,.511,66,160,.413,262,331,.792,190,324,514,133,73,17,160,217,1370
154,Adam Harrington,22,TOT,19,0,111,11,37,.297,5,14,.357,3,4,.750,1,7,8,12,2,1,2,8,30
154,Adam Harrington,22,DAL,13,0,37,4,17,.235,1,3,.333,2,2,1.000,0,2,2,2,1,1,2,2,11
154,Adam Harrington,22,DEN,6,0,74,7,20,.350,4,11,.364,1,2,.500,1,5,6,10,1,0,0,6,19
155,Al Harrington,22,IND,82,37,2467,389,896,.434,13,46,.283,211,274,.770,159,352,511,125,71,33,163,280,1002
156,Junior Harrington,22,DEN,82,51,2003,169,467,.362,7,28,.250,73,112,.652,44,206,250,277,80,15,157,250,418
157,Othella Harrington,29,NYK,74,64,1850,225,443,.508,0,0,,123,150,.820,165,311,476,62,12,23,90,231,573
158,Lucious Harris,32,NJN,77,25,1973,298,721,.413,47,136,.346,152,189,.804,63,169,232,155,53,8,71,95,795
159,Antonio Harvey,32,ATL,4,0,32,2,5,.400,0,0,,0,0,,1,5,6,0,1,4,3,7,4
160,Donnell Harvey,22,DEN,77,27,1613,246,551,.446,1,7,.143,118,176,.670,125,284,409,100,48,27,123,203,611
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Trenton Hassell,23,CHI,82,53,1999,144,392,.367,13,40,.325,41,55,.745,37,218,255,151,45,61,83,197,342
162,Kirk Haston,23,NOH,12,0,57,2,17,.118,0,3,.000,2,4,.500,0,7,7,3,0,5,7,10,6
163,Juaquin Hawkins,29,HOU,58,10,685,57,148,.385,10,24,.417,10,20,.500,16,62,78,47,29,6,29,57,134
164,Brendan Haywood,23,WAS,81,69,1930,173,339,.510,0,0,,155,245,.633,192,212,404,29,32,119,65,225,501
165,Alan Henderson,30,ATL,82,3,1494,153,327,.468,0,2,.000,88,138,.638,156,242,398,41,33,32,61,168,394
166,Nene Hilario,20,DEN,80,53,2258,321,619,.519,0,3,.000,197,341,.578,208,283,491,149,127,65,181,295,839
167,Grant Hill,30,ORL,29,29,843,151,307,.492,1,4,.250,118,144,.819,40,166,206,122,28,13,84,46,421
168,Tyrone Hill,34,TOT,56,43,1351,129,306,.422,0,0,,54,80,.675,126,265,391,41,46,26,68,172,312
168,Tyrone Hill,34,CLE,32,25,855,85,197,.431,0,0,,33,45,.733,70,197,267,32,31,19,52,104,203
168,Tyrone Hill,34,PHI,24,18,496,44,109,.404,0,0,,21,35,.600,56,68,124,9,15,7,16,68,109
169,Fred Hoiberg,30,CHI,63,0,784,49,126,.389,5,21,.238,41,50,.820,11,126,137,70,40,5,25,59,144
170,Robert Horry,32,LAL,80,26,2343,184,476,.387,51,177,.288,103,134,.769,181,333,514,233,96,61,112,247,522
171,Eddie House,24,MIA,55,7,1025,172,444,.387,36,120,.300,31,36,.861,17,84,101,87,44,1,46,73,411
172,Allan Houston,31,NYK,82,82,3108,652,1465,.445,178,450,.396,363,395,.919,26,205,231,220,54,7,178,191,1845
173,Juwan Howard,29,DEN,77,77,2730,567,1261,.450,2,4,.500,282,351,.803,181,404,585,234,77,27,189,239,1418
174,Troy Hudson,26,MIN,79,74,2600,409,956,.428,97,266,.365,208,231,.900,42,141,183,452,60,7,182,160,1123
175,Nate Huffman,27,TOR,7,0,76,9,25,.360,0,0,,5,8,.625,9,14,23,5,1,3,3,13,23
176,Larry Hughes,24,WAS,67,56,2137,346,741,.467,29,79,.367,136,186,.731,67,241,308,205,86,24,136,149,857
177,Ryan Humphrey,23,TOT,48,1,444,35,120,.292,0,0,,23,39,.590,34,65,99,11,9,18,23,75,93
177,Ryan Humphrey,23,ORL,35,1,322,23,85,.271,0,0,,18,28,.643,30,39,69,7,4,16,21,57,64
177,Ryan Humphrey,23,MEM,13,0,122,12,35,.343,0,0,,5,11,.455,4,26,30,4,5,2,2,18,29
178,Lindsey Hunter,32,TOR,29,1,673,106,302,.351,34,107,.318,34,47,.723,15,44,59,71,35,5,57,50,280
179,Steven Hunter,21,ORL,33,5,447,56,103,.544,0,0,,18,44,.409,38,55,93,6,9,36,15,56,130
180,Zydrunas Ilgauskas,27,CLE,81,81,2432,495,1122,.441,0,5,.000,400,512,.781,240,371,611,127,56,152,210,274,1390
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
181,Allen Iverson,27,PHI,82,82,3485,804,1940,.414,84,303,.277,570,736,.774,68,276,344,454,225,13,286,149,2262
182,Bobby Jackson,29,SAC,59,26,1676,340,732,.464,89,235,.379,126,149,.846,57,162,219,182,71,3,106,126,895
183,Jermaine Jackson,26,TOT,53,1,559,40,110,.364,1,10,.100,40,55,.727,19,38,57,74,19,6,34,51,121
183,Jermaine Jackson,26,TOR,24,1,286,21,68,.309,1,9,.111,23,27,.852,10,15,25,39,9,3,19,24,66
