Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
29,Muggsy Bogues,25,CHH,81,65,2743,326,664,.491,5,26,.192,106,134,.791,48,159,207,867,166,3,146,168,763
30,Manute Bol,27,GSW,75,20,1310,56,169,.331,9,48,.188,25,49,.510,33,243,276,36,13,238,51,194,146
31,Anthony Bowie,26,HOU,66,0,918,119,293,.406,6,21,.286,40,54,.741,36,82,118,96,42,5,59,80,284
32,Sam Bowie,28,NJN,68,54,2207,347,834,.416,10,31,.323,294,379,.776,206,484,690,91,38,121,125,211,998
33,Adrian Branch,26,MIN,11,0,91,25,61,.410,1,1,1.000,14,22,.636,8,12,20,4,6,0,8,14,65
34,Randy Breuer,29,TOT,81,55,1879,298,696,.428,0,1,.000,126,193,.653,154,263,417,97,42,108,101,196,722
34,Randy Breuer,29,MIL,30,8,554,86,186,.462,0,0,,32,51,.627,43,84,127,13,9,33,33,63,204
34,Randy Breuer,29,MIN,51,47,1325,212,510,.416,0,1,.000,94,142,.662,111,179,290,84,33,75,68,133,518
35,Frank Brickowski,30,SAS,78,12,1438,211,387,.545,0,2,.000,95,141,.674,89,238,327,105,66,37,93,226,517
36,Scott Brooks,24,PHI,72,1,975,119,276,.431,31,79,.392,50,57,.877,15,49,64,207,47,0,38,105,319
37,Chucky Brown,21,CLE,75,35,1339,210,447,.470,0,7,.000,125,164,.762,83,148,231,50,33,26,69,148,545
38,Mike Brown,26,UTA,82,0,1397,177,344,.515,1,2,.500,157,199,.789,111,262,373,47,32,28,88,187,512
39,Raymond Brown,24,UTA,16,0,56,8,28,.286,0,0,,0,2,.000,10,5,15,4,0,0,6,11,16
40,Tony Brown,29,MIL,61,10,635,88,206,.427,5,20,.250,38,56,.679,39,33,72,41,32,4,51,79,219
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Stanley Brundy,22,NJN,16,0,128,15,30,.500,0,0,,7,18,.389,15,11,26,3,6,5,6,24,37
42,Mark Bryant,24,POR,58,0,562,70,153,.458,0,0,,28,50,.560,54,92,146,13,18,9,25,93,168
43,Torgeir Bryn,25,LAC,3,0,10,0,2,.000,0,0,,4,6,.667,0,2,2,0,2,1,1,5,4
44,Steve Bucknall,23,LAL,18,0,75,9,33,.273,0,1,.000,5,6,.833,5,2,7,10,2,1,11,10,23
45,Greg Butler,23,NYK,13,0,33,3,12,.250,0,0,,0,2,.000,3,6,9,1,0,0,3,8,6
46,Michael Cage,28,SEA,82,82,2595,325,645,.504,0,0,,148,212,.698,306,515,821,70,79,45,94,232,798
47,Adrian Caldwell,23,HOU,51,0,331,42,76,.553,0,0,,13,28,.464,36,73,109,7,11,18,32,69,97
48,Tony Campbell,27,MIN,82,81,3164,723,1581,.457,9,54,.167,448,569,.787,209,242,451,213,111,31,251,260,1903
49,Rick Carlisle,30,NJN,5,0,21,1,7,.143,0,3,.000,0,0,,0,0,0,5,1,1,4,7,2
50,Antoine Carr,28,TOT,77,4,1727,356,721,.494,0,7,.000,237,298,.795,115,207,322,119,30,68,125,247,949
50,Antoine Carr,28,ATL,44,0,803,128,248,.516,0,4,.000,79,102,.775,50,99,149,53,15,34,54,128,335
50,Antoine Carr,28,SAC,33,4,924,228,473,.482,0,3,.000,158,196,.806,65,108,173,66,15,34,71,119,614
51,Joe Barry Carroll,31,TOT,76,47,1721,312,759,.411,0,2,.000,137,177,.774,133,310,443,97,47,115,142,192,761
51,Joe Barry Carroll,31,NJN,46,20,1002,159,405,.393,0,2,.000,85,107,.794,82,168,250,43,19,56,64,122,403
51,Joe Barry Carroll,31,DEN,30,27,719,153,354,.432,0,0,,52,70,.743,51,142,193,54,28,59,78,70,358
52,Bill Cartwright,32,CHI,71,71,2160,292,598,.488,0,0,,227,280,.811,137,328,465,145,38,34,123,243,811
53,Terry Catledge,26,ORL,74,72,2462,546,1152,.474,2,8,.250,341,486,.702,271,292,563,72,36,17,181,201,1435
54,Tom Chambers,30,PHO,81,81,3046,810,1617,.501,24,86,.279,557,647,.861,121,450,571,190,88,47,218,260,2201
55,Rex Chapman,22,CHH,54,52,1762,377,924,.408,47,142,.331,144,192,.750,52,127,179,132,46,6,100,113,945
56,Maurice Cheeks,33,TOT,81,62,2519,307,609,.504,4,16,.250,171,202,.847,50,190,240,453,124,10,121,78,789
56,Maurice Cheeks,33,SAS,50,49,1766,215,450,.478,1,9,.111,114,137,.832,39,128,167,302,82,5,85,46,545
56,Maurice Cheeks,33,NYK,31,13,753,92,159,.579,3,7,.429,57,65,.877,11,62,73,151,42,5,36,32,244
57,Derrick Chievous,22,TOT,55,0,591,105,220,.477,3,9,.333,80,111,.721,35,55,90,31,26,5,45,70,293
57,Derrick Chievous,22,HOU,41,0,492,90,178,.506,3,8,.375,61,87,.701,28,47,75,27,23,4,40,59,244
57,Derrick Chievous,22,CLE,14,0,99,15,42,.357,0,1,.000,19,24,.792,7,8,15,4,3,1,5,11,49
58,Ben Coleman,28,MIL,22,0,305,46,97,.474,0,1,.000,34,41,.829,31,56,87,12,7,7,26,54,126
59,Steve Colter,27,WSB,73,1,977,142,297,.478,0,5,.000,77,95,.811,55,121,176,148,47,10,38,98,361
60,Lester Conner,30,NJN,82,61,2355,237,573,.414,2,13,.154,172,214,.804,90,175,265,385,172,8,138,182,648
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Michael Cooper,33,LAL,80,10,1851,191,493,.387,50,157,.318,83,94,.883,59,168,227,215,67,36,91,206,515
62,Wayne Cooper,33,POR,79,0,1176,138,304,.454,0,3,.000,25,39,.641,118,221,339,44,18,95,39,211,301
63,Lanard Copeland,24,PHI,23,0,110,31,68,.456,1,5,.200,11,14,.786,4,6,10,9,1,1,19,12,74
64,Tyrone Corbin,27,MIN,82,80,3011,521,1083,.481,0,11,.000,161,209,.770,219,385,604,216,175,41,143,288,1203
65,Dave Corzine,33,ORL,6,3,79,11,29,.379,0,0,,0,2,.000,7,11,18,2,2,0,8,7,22
66,Pat Cummings,33,MIA,37,1,391,77,159,.484,0,0,,21,37,.568,28,65,93,13,12,4,32,60,175
67,Terry Cummings,28,SAS,81,78,2821,728,1532,.475,19,59,.322,343,440,.780,226,451,677,219,110,52,202,286,1818
68,Dell Curry,25,CHH,67,13,1860,461,990,.466,52,147,.354,96,104,.923,31,137,168,159,98,26,100,148,1070
69,Quintin Dailey,29,SEA,30,2,491,97,240,.404,1,5,.200,52,66,.788,18,33,51,34,12,0,34,63,247
70,Adrian Dantley*,33,DAL,45,45,1300,231,484,.477,0,2,.000,200,254,.787,78,94,172,80,20,7,75,99,662
71,Brad Daugherty,24,CLE,41,40,1438,244,509,.479,0,2,.000,202,287,.704,77,296,373,130,29,22,110,108,690
72,Brad Davis,34,DAL,73,2,1292,179,365,.490,35,104,.337,77,100,.770,12,81,93,242,47,9,86,151,470
73,Charles Davis,31,CHI,53,0,429,58,158,.367,7,25,.280,7,8,.875,25,56,81,18,10,8,20,52,130
74,Terry Davis,22,MIA,63,9,884,122,262,.466,0,1,.000,54,87,.621,93,136,229,25,25,28,68,171,298
75,Walter Davis,35,DEN,69,0,1635,497,1033,.481,6,46,.130,207,227,.912,46,133,179,155,59,9,102,160,1207
76,Johnny Dawkins,26,PHI,81,81,2865,465,950,.489,22,66,.333,210,244,.861,48,199,247,601,121,9,214,159,1162
77,Vinny Del Negro,23,SAC,76,29,1858,297,643,.462,10,32,.313,135,155,.871,39,159,198,250,64,10,111,182,739
78,Byron Dinkins,22,HOU,33,0,362,44,109,.404,1,9,.111,26,30,.867,13,27,40,75,19,2,37,30,115
79,Vlade Divac,21,LAL,82,5,1611,274,549,.499,0,5,.000,153,216,.708,167,345,512,75,79,114,110,240,701
80,James Donaldson,32,DAL,73,73,2265,258,479,.539,0,0,,149,213,.700,155,475,630,57,22,47,119,129,665
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Sherman Douglas,23,MIA,81,66,2470,463,938,.494,5,31,.161,224,326,.687,70,136,206,619,145,10,246,187,1155
82,Terry Dozier,23,CHH,9,0,92,9,27,.333,0,1,.000,4,8,.500,7,8,15,3,6,2,7,10,22
83,Greg Dreiling,26,IND,49,0,307,20,53,.377,0,0,,25,34,.735,21,66,87,8,4,14,19,69,65
84,Larry Drew,31,LAL,80,3,1333,170,383,.444,32,81,.395,46,60,.767,12,86,98,217,47,4,95,92,418
85,Clyde Drexler*,27,POR,73,73,2683,670,1357,.494,30,106,.283,333,430,.774,208,299,507,432,145,51,191,222,1703
86,Kevin Duckworth,25,POR,82,82,2462,548,1146,.478,0,0,,231,312,.740,184,325,509,91,36,34,171,271,1327
87,Chris Dudley,24,TOT,64,30,1356,146,355,.411,0,0,,58,182,.319,174,249,423,39,41,72,84,164,350
87,Chris Dudley,24,CLE,37,22,684,79,203,.389,0,0,,26,77,.338,88,115,203,20,19,41,48,83,184
87,Chris Dudley,24,NJN,27,8,672,67,152,.441,0,0,,32,105,.305,86,134,220,19,22,31,36,81,166
88,Joe Dumars*,26,DET,75,71,2578,508,1058,.480,22,55,.400,297,330,.900,60,152,212,368,63,2,145,129,1335
89,Mike Dunleavy,35,MIL,5,0,43,4,14,.286,2,9,.222,7,8,.875,0,2,2,10,1,0,8,7,17
90,T.R. Dunn,34,DEN,65,2,657,44,97,.454,0,2,.000,26,39,.667,56,82,138,43,41,4,19,67,114
91,Ledell Eackles,23,WSB,78,8,1696,413,940,.439,19,59,.322,210,280,.750,74,101,175,182,50,4,143,157,1055
92,Mark Eaton,33,UTA,82,82,2281,158,300,.527,0,0,,79,118,.669,171,430,601,39,33,201,75,238,395
93,Blue Edwards,24,UTA,82,49,1889,286,564,.507,9,30,.300,146,203,.719,69,182,251,145,76,36,152,280,727
94,James Edwards,34,DET,82,70,2283,462,928,.498,0,3,.000,265,354,.749,112,233,345,63,23,37,133,295,1189
95,Jay Edwards,21,LAC,4,0,26,3,7,.429,0,2,.000,1,3,.333,1,1,2,4,1,0,1,4,7
96,Kevin Edwards,24,MIA,78,54,2211,395,959,.412,9,30,.300,139,183,.760,77,205,282,252,125,33,180,149,938
97,Craig Ehlo,28,CLE,81,64,2894,436,940,.464,104,248,.419,126,185,.681,147,292,439,371,126,23,161,226,1102
98,Sean Elliott,21,SAS,81,69,2032,311,647,.481,1,9,.111,187,216,.866,127,170,297,154,45,14,112,172,810
99,Dale Ellis,29,SEA,55,49,2033,502,1011,.497,96,256,.375,193,236,.818,90,148,238,110,59,7,119,124,1293
100,Pervis Ellison,22,SAC,34,22,866,111,251,.442,0,2,.000,49,78,.628,64,132,196,65,16,57,62,132,271
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Alex English*,36,DEN,80,80,2211,635,1293,.491,2,5,.400,161,183,.880,119,167,286,225,51,23,93,130,1433
102,Patrick Ewing*,27,NYK,82,82,3165,922,1673,.551,1,4,.250,502,648,.775,235,658,893,182,78,327,278,325,2347
103,Jim Farmer,25,SEA,38,0,400,89,203,.438,8,27,.296,57,80,.713,17,26,43,25,17,1,27,44,243
104,Duane Ferrell,24,ATL,14,0,29,5,14,.357,0,1,.000,2,6,.333,3,4,7,2,1,0,2,3,12
105,Vern Fleming,27,IND,82,82,2876,467,919,.508,12,34,.353,230,294,.782,118,204,322,610,92,10,206,213,1176
106,Sleepy Floyd,29,HOU,82,73,2630,362,803,.451,89,234,.380,187,232,.806,46,152,198,600,94,11,204,159,1000
107,Tellis Frank,24,MIA,77,39,1762,278,607,.458,0,0,,179,234,.765,151,234,385,85,51,27,134,282,735
108,Corey Gaines,24,PHI,9,0,81,4,12,.333,1,2,.500,1,4,.250,1,4,5,26,4,0,10,11,10
109,Kevin Gamble,24,BOS,71,10,990,137,301,.455,3,18,.167,85,107,.794,42,70,112,119,28,8,44,77,362
110,Winston Garland,25,TOT,79,19,1762,230,573,.401,12,36,.333,102,122,.836,51,163,214,303,78,10,158,152,574
110,Winston Garland,25,GSW,51,4,891,108,288,.375,1,10,.100,53,63,.841,31,80,111,157,48,5,81,77,270
110,Winston Garland,25,LAC,28,15,871,122,285,.428,11,26,.423,49,59,.831,20,83,103,146,30,5,77,75,304
111,Tom Garrick,23,LAC,73,22,1721,208,421,.494,4,21,.190,88,114,.772,34,128,162,289,90,7,117,151,508
112,Kenny Gattison,25,CHH,63,2,941,148,269,.550,1,1,1.000,75,110,.682,75,122,197,39,35,31,67,150,372
113,Derrick Gervin,26,NJN,21,0,339,93,197,.472,0,3,.000,65,89,.730,29,36,65,8,20,7,12,47,251
114,Armen Gilliam,25,TOT,76,66,2426,484,940,.515,0,2,.000,303,419,.723,211,388,599,99,69,51,183,212,1271
114,Armen Gilliam,25,PHO,16,7,267,52,121,.430,0,0,,39,56,.696,26,44,70,8,6,5,17,28,143
114,Armen Gilliam,25,CHH,60,59,2159,432,819,.527,0,2,.000,264,363,.727,185,344,529,91,63,46,166,184,1128
115,Mike Gminski,30,PHI,81,81,2659,458,1002,.457,3,17,.176,193,235,.821,196,491,687,128,43,102,98,136,1112
116,Gary Grant,24,LAC,44,44,1529,241,517,.466,5,21,.238,88,113,.779,59,136,195,442,108,5,206,120,575
117,Greg Grant,23,PHO,67,3,678,83,216,.384,3,16,.188,39,59,.661,16,43,59,168,36,1,77,58,208
118,Harvey Grant,24,WSB,81,25,1846,284,601,.473,0,8,.000,96,137,.701,138,204,342,131,52,43,85,194,664
119,Horace Grant,24,CHI,80,80,2753,446,853,.523,0,0,,179,256,.699,236,393,629,227,92,84,110,230,1071
120,Stuart Gray,26,TOT,58,1,560,42,99,.424,0,5,.000,32,47,.681,40,105,145,19,15,26,24,90,116
120,Stuart Gray,26,CHH,39,1,466,38,82,.463,0,2,.000,25,39,.641,38,93,131,17,12,24,19,64,101
120,Stuart Gray,26,NYK,19,0,94,4,17,.235,0,3,.000,7,8,.875,2,12,14,2,3,2,5,26,15
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Jeff Grayer,24,MIL,71,40,1427,224,487,.460,1,8,.125,99,152,.651,94,123,217,107,48,10,82,125,548
122,A.C. Green,26,LAL,82,82,2709,385,806,.478,13,46,.283,278,370,.751,262,450,712,90,66,50,116,207,1061
123,Rickey Green,35,IND,69,0,927,100,231,.433,1,11,.091,43,51,.843,9,45,54,182,51,1,62,60,244
124,Sidney Green,29,ORL,73,31,1860,312,667,.468,1,3,.333,136,209,.651,166,422,588,99,50,26,119,231,761
125,Dave Greenwood,32,DET,37,0,205,22,52,.423,0,0,,16,29,.552,24,54,78,12,4,9,16,40,60
126,Darrell Griffith,31,UTA,82,1,1444,301,649,.464,80,215,.372,51,78,.654,43,123,166,63,68,19,75,149,733
127,Scott Haffner,23,MIA,43,6,559,88,217,.406,3,21,.143,17,25,.680,7,44,51,80,13,2,33,53,196
128,Jack Haley,26,TOT,67,26,1084,138,347,.398,0,1,.000,85,125,.680,115,185,300,26,18,12,72,170,361
128,Jack Haley,26,CHI,11,0,58,9,20,.450,0,0,,7,7,1.000,7,11,18,4,0,1,7,7,25
128,Jack Haley,26,NJN,56,26,1026,129,327,.394,0,1,.000,78,118,.661,108,174,282,22,18,11,65,163,336
129,Tom Hammonds,22,WSB,61,8,805,129,295,.437,0,1,.000,63,98,.643,61,107,168,51,11,14,46,98,321
130,Bob Hansen,29,UTA,81,81,2174,265,568,.467,54,154,.351,33,64,.516,66,163,229,149,52,11,79,194,617
131,Bill Hanzlik,32,DEN,81,0,1605,179,396,.452,6,31,.194,136,183,.743,67,140,207,186,78,29,87,249,500
132,Tim Hardaway,23,GSW,79,78,2663,464,985,.471,23,84,.274,211,276,.764,57,253,310,689,165,12,260,232,1162
133,Derek Harper,28,DAL,82,82,3007,567,1161,.488,89,240,.371,250,315,.794,54,190,244,609,187,26,207,224,1473
134,Ron Harper,26,TOT,35,35,1367,301,637,.473,14,51,.275,182,231,.788,74,132,206,182,81,41,100,105,798
134,Ron Harper,26,CLE,7,7,262,61,138,.442,1,5,.200,31,41,.756,19,29,48,49,14,9,18,25,154
134,Ron Harper,26,LAC,28,28,1105,240,499,.481,13,46,.283,151,190,.795,55,103,158,133,67,32,82,80,644
135,Steve Harris,26,LAC,15,0,93,14,40,.350,0,0,,3,4,.750,5,5,10,1,7,1,5,9,31
136,Scott Hastings,29,DET,40,0,166,10,33,.303,3,12,.250,19,22,.864,7,25,32,8,3,3,7,31,42
137,Hersey Hawkins,23,PHI,82,82,2856,522,1136,.460,84,200,.420,387,436,.888,85,219,304,261,130,28,185,217,1515
138,Gerald Henderson,34,TOT,57,0,464,53,109,.486,17,38,.447,12,15,.800,11,32,43,74,16,2,24,50,135
138,Gerald Henderson,34,MIL,11,0,129,11,26,.423,3,7,.429,2,2,1.000,3,9,12,13,8,0,8,14,27
138,Gerald Henderson,34,DET,46,0,335,42,83,.506,14,31,.452,10,13,.769,8,23,31,61,8,2,16,36,108
139,Mike Higgins,22,TOT,11,0,50,3,8,.375,0,0,,8,10,.800,2,2,4,3,2,2,1,5,14
139,Mike Higgins,22,LAL,6,0,18,0,0,,0,0,,1,2,.500,1,0,1,1,1,2,0,4,1
139,Mike Higgins,22,DEN,5,0,32,3,8,.375,0,0,,7,8,.875,1,2,3,2,1,0,1,1,13
140,Rod Higgins,30,GSW,82,22,1993,304,632,.481,67,193,.347,234,285,.821,120,302,422,129,47,53,93,184,909
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Roy Hinson,28,NJN,25,19,793,145,286,.507,0,0,,86,99,.869,61,111,172,22,14,27,52,87,376
142,Craig Hodges,29,CHI,63,0,1055,145,331,.438,87,181,.481,30,33,.909,11,42,53,110,30,2,30,87,407
143,Mike Holton,28,CHH,16,0,109,14,26,.538,0,0,,1,2,.500,1,1,2,16,1,0,13,19,29
144,Dave Hoppen,25,CHH,10,2,135,16,41,.390,0,0,,8,10,.800,19,17,36,6,2,1,8,26,40
145,Dennis Hopson,24,NJN,79,64,2551,474,1093,.434,32,101,.317,271,342,.792,113,166,279,151,100,51,168,183,1251
146,Tito Horford,24,MIL,35,0,236,18,62,.290,0,0,,15,24,.625,19,40,59,2,5,16,14,33,51
147,Jeff Hornacek,26,PHO,67,60,2278,483,901,.536,40,98,.408,173,202,.856,86,227,313,337,117,14,125,144,1179
148,Ed Horton,22,WSB,45,10,374,80,162,.494,0,4,.000,42,69,.609,59,49,108,19,9,5,39,63,202
149,Eddie Hughes,29,DEN,60,7,892,83,202,.411,20,49,.408,23,34,.676,15,55,70,116,48,1,39,87,209
150,Jay Humphries,27,MIL,81,81,2818,496,1005,.494,21,70,.300,224,285,.786,80,189,269,472,156,11,151,253,1237
151,Byron Irvin,23,POR,50,2,488,96,203,.473,5,14,.357,61,91,.670,30,44,74,47,28,1,39,40,258
152,Jaren Jackson,22,NJN,28,0,160,25,69,.362,0,3,.000,17,21,.810,16,8,24,13,13,1,18,16,67
153,Mark Jackson,24,NYK,82,69,2428,327,749,.437,35,131,.267,120,165,.727,106,212,318,604,109,4,211,121,809
154,Michael Jackson,25,SAC,17,0,58,3,11,.273,1,2,.500,3,6,.500,2,5,7,8,5,0,4,3,10
155,Avery Johnson,24,SEA,53,10,575,55,142,.387,1,4,.250,29,40,.725,21,22,43,162,26,1,48,55,140
156,Buck Johnson,26,HOU,82,82,2832,504,1019,.495,2,17,.118,205,270,.759,113,268,381,252,104,62,167,321,1215
157,Dennis Johnson*,35,BOS,75,65,2036,206,475,.434,1,24,.042,118,140,.843,48,153,201,485,81,14,117,179,531
158,Eddie Johnson,30,PHO,64,4,1811,411,907,.453,70,184,.380,188,205,.917,69,177,246,107,32,10,108,174,1080
159,Eric Johnson,23,UTA,48,2,272,20,84,.238,1,6,.167,13,17,.765,8,20,28,64,17,2,26,49,54
160,Kevin Johnson,23,PHO,74,74,2782,578,1159,.499,8,41,.195,501,598,.838,42,228,270,846,95,14,263,143,1665
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Magic Johnson*,30,LAL,79,79,2937,546,1138,.480,106,276,.384,567,637,.890,128,394,522,907,132,34,289,167,1765
162,Marques Johnson,33,GSW,10,0,99,12,32,.375,2,3,.667,14,17,.824,8,9,17,9,0,1,10,12,40
163,Steve Johnson,32,TOT,25,0,259,48,92,.522,0,0,,21,35,.600,19,34,53,17,3,5,31,56,117
163,Steve Johnson,32,MIN,4,0,17,0,2,.000,0,0,,0,0,,0,3,3,1,0,0,6,4,0
163,Steve Johnson,32,SEA,21,0,242,48,90,.533,0,0,,21,35,.600,19,31,50,16,3,5,25,52,117
164,Vinnie Johnson,33,DET,82,12,1972,334,775,.431,5,34,.147,131,196,.668,108,148,256,255,71,13,123,143,804
165,Nate Johnston,23,TOT,21,0,87,18,48,.375,1,4,.250,9,13,.692,13,10,23,1,3,8,6,11,46
165,Nate Johnston,23,UTA,6,0,13,4,11,.364,1,1,1.000,2,2,1.000,2,0,2,0,0,1,1,0,11
165,Nate Johnston,23,POR,15,0,74,14,37,.378,0,3,.000,7,11,.636,11,10,21,1,3,7,5,11,35
166,Anthony Jones,27,DAL,66,0,650,72,194,.371,4,13,.308,47,69,.681,33,49,82,29,32,16,42,77,195
167,Caldwell Jones,39,SAS,72,2,885,67,144,.465,1,5,.200,38,54,.704,76,154,230,20,20,27,48,146,173
168,Charles Jones,32,WSB,81,81,2240,94,185,.508,0,0,,68,105,.648,145,359,504,139,50,197,76,296,256
169,Michael Jordan*,26,CHI,82,82,3197,1034,1964,.526,92,245,.376,593,699,.848,143,422,565,519,227,54,247,241,2753
170,Shawn Kemp,20,SEA,81,1,1120,203,424,.479,2,12,.167,117,159,.736,146,200,346,26,47,70,107,204,525
171,Tim Kempton,26,DEN,71,14,1061,153,312,.490,0,1,.000,77,114,.675,51,167,218,118,30,9,80,144,383
172,Steve Kerr,24,CLE,78,5,1664,192,432,.444,73,144,.507,63,73,.863,12,86,98,248,45,7,74,59,520
173,Jerome Kersey,27,POR,82,82,2843,519,1085,.478,3,20,.150,269,390,.690,251,439,690,188,121,63,144,304,1310
174,Randolph Keys,23,TOT,80,18,1615,293,678,.432,14,43,.326,101,140,.721,100,153,253,88,68,8,84,224,701
174,Randolph Keys,23,CLE,48,13,892,151,359,.421,2,10,.200,61,82,.744,52,85,137,39,38,2,47,117,365
174,Randolph Keys,23,CHH,32,5,723,142,319,.445,12,33,.364,40,58,.690,48,68,116,49,30,6,37,107,336
175,Stan Kimbrough,23,DET,10,0,50,7,16,.438,0,0,,2,2,1.000,4,3,7,5,4,0,4,4,16
176,Bernard King,33,WSB,82,82,2687,711,1459,.487,3,23,.130,412,513,.803,129,275,404,376,51,7,248,230,1837
177,Stacey King,23,CHI,82,2,1777,267,530,.504,0,1,.000,194,267,.727,169,215,384,87,38,58,119,215,728
178,Greg Kite,28,SAC,71,47,1515,101,234,.432,1,1,1.000,27,54,.500,131,246,377,76,31,51,76,201,230
