Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
16,Joel Anthony,25,MIA,24,1,498,28,60,.467,0,0,,29,49,.592,38,55,93,3,9,31,17,55,85
17,Gilbert Arenas,26,WAS,13,8,425,78,196,.398,22,78,.282,74,96,.771,6,45,51,66,23,1,49,30,252
18,Trevor Ariza,22,TOT,35,3,546,69,136,.507,5,18,.278,49,75,.653,30,78,108,44,31,11,23,45,192
18,Trevor Ariza,22,ORL,11,0,115,14,31,.452,0,3,.000,8,15,.533,5,19,24,8,5,3,5,9,36
18,Trevor Ariza,22,LAL,24,3,431,55,105,.524,5,15,.333,41,60,.683,25,59,84,36,26,8,18,36,156
19,Darrell Armstrong,39,NJN,50,2,549,40,110,.364,23,69,.333,20,30,.667,17,50,67,73,28,2,41,53,123
20,Hilton Armstrong,23,NOH,65,3,732,67,148,.453,0,0,,44,70,.629,65,98,163,23,15,34,59,130,178
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Carlos Arroyo,28,ORL,62,20,1269,157,348,.451,29,84,.345,87,102,.853,10,103,113,219,26,2,77,85,430
22,Chucky Atkins,33,DEN,24,0,352,42,122,.344,25,79,.316,4,9,.444,3,28,31,47,9,1,10,27,113
23,James Augustine,23,ORL,25,0,149,18,34,.529,0,0,,4,8,.500,16,14,30,2,5,2,6,18,40
24,Kelenna Azubuike,24,GSW,81,17,1732,261,587,.445,71,195,.364,99,138,.717,107,217,324,75,45,34,58,159,692
25,Renaldo Balkman,23,NYK,65,0,952,91,186,.489,1,12,.083,41,95,.432,83,133,216,40,44,30,37,132,224
26,Marcus Banks,26,TOT,36,3,569,86,191,.450,40,102,.392,27,35,.771,4,41,45,61,14,13,37,65,239
26,Marcus Banks,26,PHO,24,1,310,44,109,.404,25,65,.385,12,16,.750,3,17,20,25,8,8,16,38,125
26,Marcus Banks,26,MIA,12,2,259,42,82,.512,15,37,.405,15,19,.789,1,24,25,36,6,5,21,27,114
27,Leandro Barbosa,25,PHO,82,12,2421,472,1021,.462,164,422,.389,175,213,.822,40,191,231,216,75,18,117,195,1283
28,Jose Barea,23,DAL,44,9,460,71,170,.418,21,54,.389,28,35,.800,4,43,47,58,14,1,35,48,191
29,Andrea Bargnani,22,TOR,78,53,1861,280,725,.386,90,261,.345,142,169,.840,50,238,288,89,23,37,88,211,792
30,Matt Barnes,27,GSW,73,18,1414,187,442,.423,53,181,.293,59,79,.747,94,230,324,139,48,36,85,159,486
31,Andre Barrett,25,LAC,4,0,25,2,5,.400,1,3,.333,1,2,.500,0,1,1,7,0,0,1,1,6
32,Earl Barron,26,MIA,46,15,889,132,327,.404,1,13,.077,61,87,.701,67,131,198,29,19,8,48,114,326
33,Brent Barry,36,SAS,31,1,554,77,160,.481,48,112,.429,19,20,.950,12,43,55,54,17,3,18,43,221
34,Brandon Bass,22,DAL,79,1,1557,246,493,.499,0,4,.000,162,197,.822,120,227,347,58,22,48,82,150,654
35,Maceo Baston,32,TOR,15,2,103,17,25,.680,0,0,,7,10,.700,9,17,26,3,2,4,4,20,41
36,Shane Battier,29,HOU,80,78,2907,265,619,.428,139,369,.377,75,101,.743,131,276,407,155,77,90,78,196,744
37,Marco Belinelli,21,GSW,33,0,241,36,93,.387,16,41,.390,7,9,.778,3,11,14,15,5,0,12,15,95
38,Charlie Bell,28,MIL,68,5,1628,185,486,.381,74,217,.341,70,87,.805,31,136,167,210,52,2,76,121,514
39,Raja Bell,31,PHO,75,75,2646,317,753,.421,176,439,.401,79,91,.868,47,227,274,168,54,27,65,220,889
40,Mike Bibby,29,TOT,48,44,1573,248,603,.411,93,248,.375,78,100,.780,16,144,160,290,54,4,119,97,667
40,Mike Bibby,29,SAC,15,12,473,78,192,.406,24,61,.393,23,31,.742,11,45,56,75,19,2,38,34,203
40,Mike Bibby,29,ATL,33,32,1100,170,411,.414,69,187,.369,55,69,.797,5,99,104,215,35,2,81,63,464
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Andris Biedrins,21,GSW,76,59,2078,340,543,.626,0,0,,116,187,.620,256,488,744,75,56,94,85,262,796
42,Chauncey Billups,31,DET,78,78,2522,393,877,.448,137,342,.401,401,437,.918,42,170,212,529,101,17,160,130,1324
43,Steve Blake,27,POR,81,78,2424,261,640,.408,121,298,.406,49,64,.766,31,164,195,413,55,4,113,133,692
44,Andray Blatche,21,WAS,82,15,1675,254,536,.474,3,13,.231,107,154,.695,164,261,425,92,53,114,112,258,618
45,Mark Blount,32,MIA,69,46,1542,238,515,.462,17,44,.386,88,138,.638,69,194,263,41,33,34,70,133,581
46,Keith Bogans,27,ORL,82,35,2198,241,588,.410,148,409,.362,81,110,.736,42,224,266,104,59,10,53,164,711
47,Andrew Bogut,23,MIL,78,78,2720,465,910,.511,0,7,.000,189,322,.587,245,518,763,199,64,135,172,254,1119
48,Matt Bonner,27,SAS,68,3,853,121,291,.416,46,137,.336,38,44,.864,53,139,192,32,14,17,39,111,326
49,Josh Boone,23,NJN,70,53,1773,238,434,.548,0,0,,99,217,.456,192,317,509,55,36,61,68,155,575
50,Calvin Booth,31,PHI,31,0,204,9,27,.333,0,0,,6,10,.600,6,32,38,8,6,18,4,35,24
51,Carlos Boozer,26,UTA,81,81,2827,709,1297,.547,0,1,.000,290,393,.738,197,647,844,233,100,41,210,293,1708
52,Chris Bosh,23,TOR,67,67,2425,507,1027,.494,10,25,.400,472,559,.844,174,409,583,171,63,67,153,157,1496
53,Bruce Bowen,36,SAS,81,81,2448,174,428,.407,90,215,.419,45,69,.652,33,201,234,91,54,22,46,177,483
54,Ryan Bowen,32,NOH,53,4,660,49,100,.490,0,1,.000,16,29,.552,55,45,100,25,32,11,15,77,114
55,Earl Boykins,31,CHA,36,0,577,61,172,.355,14,44,.318,49,59,.831,9,25,34,96,13,0,41,21,185
56,Elton Brand,28,LAC,8,6,274,52,114,.456,0,0,,37,47,.787,21,43,64,16,3,15,17,21,141
57,Corey Brewer,21,MIN,79,35,1803,182,486,.374,7,36,.194,88,110,.800,82,210,292,111,76,25,89,188,459
58,Ronnie Brewer,22,UTA,76,76,2088,354,634,.558,11,50,.220,195,257,.759,97,121,218,134,129,19,69,110,914
59,Primoz Brezec,28,TOT,50,18,475,44,94,.468,0,0,,24,40,.600,30,51,81,11,3,7,24,83,112
59,Primoz Brezec,28,CHA,20,18,267,17,43,.395,0,0,,3,5,.600,14,30,44,6,0,3,15,35,37
59,Primoz Brezec,28,DET,17,0,98,10,13,.769,0,0,,7,14,.500,7,12,19,4,2,2,5,23,27
59,Primoz Brezec,28,TOR,13,0,110,17,38,.447,0,0,,14,21,.667,9,9,18,1,1,2,4,25,48
60,Aaron Brooks,23,HOU,51,0,608,93,225,.413,36,109,.330,42,49,.857,13,43,56,87,13,5,44,69,264
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Andre Brown,26,MEM,33,1,286,39,78,.500,0,0,,22,49,.449,37,55,92,8,7,4,14,38,100
62,Devin Brown,29,CLE,78,20,1762,217,531,.409,45,146,.308,107,142,.754,65,198,263,175,52,7,99,144,586
63,Kwame Brown,25,TOT,38,15,713,72,142,.507,0,0,,40,98,.408,51,137,188,45,22,23,51,82,184
63,Kwame Brown,25,LAL,23,14,509,53,103,.515,0,0,,26,64,.406,31,100,131,28,16,19,37,58,132
63,Kwame Brown,25,MEM,15,1,204,19,39,.487,0,0,,14,34,.412,20,37,57,17,6,4,14,24,52
64,P.J. Brown,38,BOS,18,0,209,14,41,.341,0,1,.000,11,16,.688,29,39,68,10,5,8,10,29,39
65,Shannon Brown,22,TOT,21,4,240,44,126,.349,9,30,.300,17,29,.586,6,14,20,17,11,3,24,29,114
65,Shannon Brown,22,CLE,15,4,218,41,111,.369,9,29,.310,14,23,.609,5,13,18,17,10,1,19,27,105
65,Shannon Brown,22,CHI,6,0,22,3,15,.200,0,1,.000,3,6,.500,1,1,2,0,1,2,5,2,9
66,Kobe Bryant,29,LAL,82,82,3192,775,1690,.459,150,415,.361,623,742,.840,94,423,517,441,151,40,257,227,2323
67,Greg Buckner,31,MIN,31,4,520,45,117,.385,15,50,.300,19,22,.864,10,55,65,39,21,2,29,63,124
68,Caron Butler,27,WAS,58,58,2314,439,943,.466,66,185,.357,236,262,.901,93,295,388,284,128,20,150,160,1180
69,Rasual Butler,28,NOH,51,8,875,91,260,.350,44,133,.331,26,31,.839,16,84,100,36,15,21,10,66,252
70,Andrew Bynum,20,LAL,35,25,1008,189,297,.636,0,0,,82,118,.695,105,251,356,61,12,72,52,98,460
71,Jose Calderon,26,TOR,82,56,2484,367,707,.519,79,184,.429,109,120,.908,34,202,236,678,87,6,126,134,922
72,Marcus Camby,33,DEN,79,79,2758,286,635,.450,6,20,.300,143,202,.708,230,807,1037,259,85,285,118,216,721
73,Brian Cardinal,30,MEM,37,1,440,43,126,.341,25,81,.309,13,19,.684,26,70,96,22,10,2,23,62,124
74,Rodney Carney,23,PHI,70,6,1039,158,392,.403,38,120,.317,55,81,.679,50,99,149,32,39,23,34,96,409
75,Matt Carroll,27,CHA,80,18,2016,252,589,.428,105,241,.436,111,138,.804,33,193,226,73,46,19,58,187,720
76,Anthony Carter,32,DEN,70,67,1960,218,476,.458,45,129,.349,64,85,.753,27,173,200,388,107,28,124,172,545
77,Vince Carter,31,NJN,76,72,2959,587,1287,.456,98,273,.359,350,429,.816,112,341,453,389,93,33,181,241,1622
78,Sam Cassell,38,TOT,55,34,1274,233,532,.438,23,76,.303,127,144,.882,17,119,136,214,37,6,97,98,616
78,Sam Cassell,38,LAC,38,33,975,183,402,.455,14,54,.259,106,119,.891,12,93,105,179,28,3,78,69,486
78,Sam Cassell,38,BOS,17,1,299,50,130,.385,9,22,.409,21,25,.840,5,26,31,35,9,3,19,29,130
79,Tyson Chandler,25,NOH,79,79,2783,377,605,.623,0,1,.000,175,295,.593,322,606,928,81,45,84,136,243,929
80,Wilson Chandler,20,NYK,35,16,685,106,242,.438,9,30,.300,34,54,.630,38,89,127,33,15,16,27,83,255
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Josh Childress,24,ATL,76,0,2274,327,573,.571,22,60,.367,222,275,.807,174,199,373,117,71,43,98,129,898
82,Jarron Collins,29,UTA,70,9,702,36,82,.439,0,1,.000,46,74,.622,40,76,116,37,10,6,22,106,118
83,Jason Collins,29,TOT,74,26,1172,53,113,.469,0,1,.000,34,74,.459,64,114,178,25,23,25,48,194,140
83,Jason Collins,29,NJN,43,23,684,23,54,.426,0,0,,14,36,.389,35,54,89,19,11,8,23,110,60
83,Jason Collins,29,MEM,31,3,488,30,59,.508,0,1,.000,20,38,.526,29,60,89,6,12,17,25,84,80
84,Mardy Collins,23,NYK,46,8,634,57,175,.326,8,32,.250,23,38,.605,19,56,75,89,24,8,56,56,145
85,Nick Collison,27,SEA,78,35,2223,322,641,.502,0,2,.000,123,167,.737,254,476,730,113,47,60,118,250,767
86,Mike Conley,20,MEM,53,46,1381,189,442,.428,30,91,.330,90,123,.732,21,118,139,222,44,2,89,85,498
87,Brian Cook,27,TOT,51,2,629,88,234,.376,43,115,.374,19,21,.905,28,81,109,27,13,12,39,93,238
87,Brian Cook,27,LAL,6,2,70,4,21,.190,2,10,.200,4,4,1.000,4,6,10,3,2,0,4,6,14
87,Brian Cook,27,ORL,45,0,559,84,213,.394,41,105,.390,15,17,.882,24,75,99,24,11,12,35,87,224
88,Daequan Cook,20,MIA,59,19,1441,196,514,.381,79,238,.332,47,57,.825,20,157,177,75,23,9,63,157,518
89,Jamal Crawford,27,NYK,80,80,3190,570,1391,.410,176,494,.356,329,381,.864,37,170,207,398,81,17,192,144,1645
90,Javaris Crittenton,20,TOT,50,0,679,98,233,.421,10,37,.270,72,104,.692,27,83,110,51,19,2,55,47,278
90,Javaris Crittenton,20,LAL,22,0,171,26,53,.491,1,3,.333,19,28,.679,7,14,21,18,7,0,22,12,72
90,Javaris Crittenton,20,MEM,28,0,508,72,180,.400,9,34,.265,53,76,.697,20,69,89,33,12,2,33,35,206
91,Austin Croshere,32,GSW,44,0,457,61,137,.445,22,61,.361,29,32,.906,33,71,104,30,8,6,22,60,173
92,Eddy Curry,25,NYK,59,58,1530,297,544,.546,0,0,,187,300,.623,111,164,275,32,14,29,126,157,781
93,Samuel Dalembert,26,PHI,82,82,2724,339,661,.513,0,1,.000,186,263,.707,304,545,849,45,40,192,155,269,864
94,Erick Dampier,32,DAL,72,64,1755,178,277,.643,0,0,,84,146,.575,207,332,539,63,24,106,80,226,440
95,Antonio Daniels,32,WAS,71,63,2161,205,447,.459,17,74,.230,170,219,.776,23,180,203,340,69,2,91,78,597
96,Marquis Daniels,27,IND,74,1,1546,241,561,.430,27,102,.265,97,139,.698,66,146,212,137,79,18,112,121,606
97,Jermareo Davidson,23,CHA,38,2,322,51,125,.408,0,0,,18,28,.643,21,41,62,13,7,15,17,46,120
98,Baron Davis,28,GSW,82,82,3196,650,1526,.426,173,525,.330,318,424,.750,96,289,385,623,191,43,232,247,1791
99,Glen Davis,22,BOS,69,1,940,107,221,.484,0,0,,99,150,.660,95,113,208,28,31,20,65,160,313
100,Paul Davis,23,LAC,22,1,194,24,65,.369,0,0,,6,10,.600,25,22,47,10,6,6,9,33,54
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Ricky Davis,28,MIA,82,47,2963,420,971,.433,135,333,.405,155,197,.787,55,298,353,276,87,14,191,187,1130
102,Carlos Delfino,25,TOR,82,0,1928,251,632,.397,120,314,.382,116,156,.744,66,293,359,145,69,11,75,177,738
103,Luol Deng,22,CHI,63,59,2128,429,896,.479,8,22,.364,204,265,.770,136,258,394,155,57,29,120,117,1070
104,Boris Diaw,25,PHO,82,19,2308,308,646,.477,13,41,.317,96,129,.744,97,281,378,317,61,39,155,166,725
105,Yakhouba Diawara,25,DEN,54,14,542,55,134,.410,21,66,.318,22,31,.710,23,39,62,37,8,3,16,61,153
106,Guillermo Diaz,22,LAC,6,0,18,1,4,.250,0,1,.000,3,5,.600,2,0,2,1,0,0,0,0,5
107,Dan Dickau,29,LAC,67,8,1040,124,296,.419,36,108,.333,68,82,.829,13,84,97,172,32,3,55,108,352
108,Kaniel Dickens,29,CLE,5,0,12,1,3,.333,0,0,,0,0,,0,1,1,1,0,1,0,1,2
109,Travis Diener,25,IND,66,21,1356,159,430,.370,74,233,.318,64,71,.901,26,89,115,251,35,4,55,107,456
110,Ike Diogu,24,IND,30,1,305,64,134,.478,0,0,,40,47,.851,38,47,85,10,7,3,20,43,168
111,DeSagana Diop,26,TOT,79,23,1295,94,180,.522,0,0,,38,70,.543,160,232,392,40,26,88,58,146,226
111,DeSagana Diop,26,DAL,52,18,894,67,115,.583,0,0,,24,40,.600,111,159,270,26,20,63,42,100,158
111,DeSagana Diop,26,NJN,27,5,401,27,65,.415,0,0,,14,30,.467,49,73,122,14,6,25,16,46,68
112,Juan Dixon,29,TOT,53,0,668,106,258,.411,30,72,.417,21,26,.808,15,60,75,97,21,2,54,62,263
112,Juan Dixon,29,TOR,36,0,424,59,160,.369,17,39,.436,18,19,.947,9,38,47,65,21,2,35,38,153
112,Juan Dixon,29,DET,17,0,244,47,98,.480,13,33,.394,3,7,.429,6,22,28,32,0,0,19,24,110
113,Michael Doleac,30,MIN,24,8,257,28,63,.444,0,0,,1,2,.500,16,33,49,7,10,10,12,44,57
114,Keyon Dooling,27,ORL,72,1,1334,198,423,.468,22,65,.338,163,193,.845,7,94,101,133,36,5,61,131,581
115,Quincy Douby,23,SAC,74,0,876,132,335,.394,42,122,.344,48,52,.923,17,66,83,53,30,12,59,80,354
116,Jared Dudley,22,CHA,73,14,1384,163,348,.468,9,41,.220,87,118,.737,121,165,286,81,55,10,50,128,422
117,Chris Duhon,25,CHI,66,18,1490,133,344,.387,54,155,.348,65,80,.813,19,97,116,263,48,2,71,92,385
118,Tim Duncan,31,SAS,78,78,2651,585,1178,.497,0,4,.000,338,463,.730,237,644,881,218,56,152,178,185,1508
119,Mike Dunleavy,27,IND,82,82,2953,532,1117,.476,165,389,.424,336,403,.834,59,365,424,288,86,31,190,208,1565
120,Ronald Dupree,27,TOT,5,0,21,1,3,.333,0,0,,2,2,1.000,1,7,8,1,1,0,0,0,4
120,Ronald Dupree,27,DET,1,0,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
120,Ronald Dupree,27,SEA,4,0,18,1,3,.333,0,0,,2,2,1.000,1,7,8,1,1,0,0,0,4
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Kevin Durant,19,SEA,80,80,2768,587,1366,.430,59,205,.288,391,448,.873,70,278,348,192,78,75,232,122,1624
122,Monta Ellis,22,GSW,81,72,3071,652,1227,.531,12,52,.231,320,417,.767,133,271,404,315,124,27,173,195,1636
123,Francisco Elson,31,TOT,63,5,813,92,236,.390,0,1,.000,26,37,.703,50,150,200,24,15,20,47,96,210
123,Francisco Elson,31,SAS,41,3,534,62,148,.419,0,0,,20,24,.833,33,102,135,16,9,14,30,62,144
123,Francisco Elson,31,SEA,22,2,279,30,88,.341,0,1,.000,6,13,.462,17,48,65,8,6,6,17,34,66
124,Melvin Ely,29,NOH,52,1,621,85,180,.472,0,0,,32,58,.552,28,117,145,22,7,18,42,79,202
125,Maurice Evans,29,TOT,75,47,1720,262,545,.481,81,209,.388,59,83,.711,92,126,218,81,46,10,40,142,664
125,Maurice Evans,29,LAL,7,0,96,9,28,.321,1,7,.143,12,15,.800,4,5,9,12,5,1,0,10,31
125,Maurice Evans,29,ORL,68,47,1624,253,517,.489,80,202,.396,47,68,.691,88,121,209,69,41,9,40,132,633
126,Reggie Evans,27,PHI,81,61,1879,152,346,.439,1,1,1.000,120,257,.467,224,387,611,65,86,8,108,213,425
127,Jordan Farmar,21,LAL,82,0,1690,291,631,.461,114,307,.371,53,78,.679,39,144,183,225,77,5,108,105,749
128,Nick Fazekas,22,TOT,26,0,269,46,82,.561,0,2,.000,15,22,.682,34,55,89,11,8,11,13,25,107
128,Nick Fazekas,22,DAL,4,0,9,2,5,.400,0,0,,0,0,,1,2,3,0,0,0,0,0,4
128,Nick Fazekas,22,LAC,22,0,260,44,77,.571,0,2,.000,15,22,.682,33,53,86,11,8,11,13,25,103
129,Raymond Felton,23,CHA,79,79,2972,412,997,.413,56,200,.280,260,325,.800,37,199,236,583,96,12,213,184,1140
130,Kyrylo Fesenko,21,UTA,9,0,70,6,16,.375,0,0,,2,4,.500,14,11,25,2,0,3,8,19,14
131,Michael Finley,34,SAS,82,61,2204,315,761,.414,132,357,.370,64,80,.800,27,227,254,114,29,10,56,93,826
132,Derek Fisher,33,LAL,82,82,2249,339,777,.436,112,276,.406,166,188,.883,24,146,170,239,86,3,90,188,956
133,T.J. Ford,24,TOR,51,26,1199,246,524,.469,15,51,.294,110,125,.880,23,77,100,313,54,0,102,93,617
134,Jeff Foster,31,IND,77,52,1884,205,373,.550,0,3,.000,86,145,.593,264,404,668,129,56,32,62,221,496
135,Randy Foye,24,MIN,39,31,1259,198,462,.429,61,148,.412,53,65,.815,13,115,128,164,36,3,79,102,510
136,Adonal Foyle,32,ORL,82,0,774,70,153,.458,0,0,,16,34,.471,71,137,208,18,16,45,32,94,156
137,Richie Frahm,30,LAC,10,2,163,20,54,.370,7,25,.280,0,2,.000,4,10,14,8,2,0,6,7,47
138,Steve Francis,30,HOU,10,3,199,19,57,.333,4,17,.235,13,23,.565,8,15,23,30,9,5,14,25,55
139,Channing Frye,24,POR,78,20,1342,221,453,.488,3,10,.300,85,109,.780,107,247,354,57,29,27,55,208,530
140,Dan Gadzuric,29,MIL,51,4,534,64,154,.416,0,1,.000,33,63,.524,67,77,144,11,20,24,34,83,161
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Jorge Garbajosa,30,TOR,7,0,74,8,25,.320,6,16,.375,0,0,,2,13,15,3,3,0,1,2,22
142,Francisco Garcia,26,SAC,79,20,2096,348,752,.463,113,289,.391,162,208,.779,52,212,264,128,96,50,128,232,971
143,Thomas Gardner,22,CHI,4,0,45,9,23,.391,3,12,.250,0,2,.000,3,1,4,1,0,0,4,4,21
144,Kevin Garnett,31,BOS,71,71,2328,534,990,.539,0,11,.000,269,336,.801,135,520,655,244,100,89,138,163,1337
145,Pat Garrity,31,ORL,31,0,284,27,80,.338,8,37,.216,4,5,.800,9,35,44,13,6,1,17,35,66
146,Pau Gasol,27,TOT,66,66,2351,475,890,.534,4,16,.250,292,362,.807,155,398,553,211,30,98,124,139,1246
146,Pau Gasol,27,MEM,39,39,1433,279,557,.501,4,15,.267,176,215,.819,94,248,342,116,16,56,80,85,738
146,Pau Gasol,27,LAL,27,27,918,196,333,.589,0,1,.000,116,147,.789,61,150,211,95,14,42,44,54,508
147,Rudy Gay,21,MEM,81,81,3000,625,1355,.461,134,387,.346,248,316,.785,140,359,499,158,111,79,190,230,1632
148,Mickael Gelabale,24,SEA,39,0,465,69,157,.439,16,37,.432,14,18,.778,16,42,58,33,10,9,27,31,168
149,Devean George,30,DAL,53,4,821,74,207,.357,22,68,.324,24,34,.706,28,109,137,35,19,13,24,90,194
150,Daniel Gibson,21,CLE,58,26,1765,201,465,.432,118,268,.440,85,105,.810,30,104,134,145,47,14,76,163,605
151,Eddie Gill,29,TOT,14,1,154,12,31,.387,5,15,.333,9,9,1.000,1,21,22,22,7,2,9,18,38
151,Eddie Gill,29,NJN,13,1,149,12,29,.414,5,14,.357,9,9,1.000,1,21,22,21,7,2,8,18,38
151,Eddie Gill,29,SEA,1,0,5,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,0,0
152,Manu Ginobili,30,SAS,74,23,2299,453,984,.460,156,389,.401,380,442,.860,63,291,354,332,109,33,200,173,1442
153,Gordan Giricek,30,TOT,56,0,831,133,302,.440,36,99,.364,23,26,.885,16,80,96,62,24,4,52,82,325
153,Gordan Giricek,30,UTA,22,0,279,41,102,.402,12,34,.353,1,1,1.000,6,25,31,16,13,1,21,24,95
153,Gordan Giricek,30,PHI,12,0,110,13,41,.317,5,15,.333,6,8,.750,1,13,14,11,3,1,8,9,37
153,Gordan Giricek,30,PHO,22,0,442,79,159,.497,19,50,.380,16,17,.941,9,42,51,35,8,2,23,49,193
154,Ryan Gomes,25,MIN,82,74,2434,392,857,.457,59,179,.330,190,229,.830,133,342,475,145,65,10,96,154,1033
155,Drew Gooden,26,TOT,69,65,2122,332,740,.449,0,6,.000,162,215,.753,175,415,590,81,48,53,122,203,826
155,Drew Gooden,26,CLE,51,51,1564,232,523,.444,0,3,.000,110,151,.728,117,306,423,50,35,30,91,144,574
155,Drew Gooden,26,CHI,18,14,558,100,217,.461,0,3,.000,52,64,.813,58,109,167,31,13,23,31,59,252
156,Ben Gordon,24,CHI,72,27,2291,464,1069,.434,142,346,.410,266,293,.908,40,181,221,213,55,8,150,171,1336
157,Marcin Gortat,23,ORL,6,0,41,8,17,.471,0,0,,2,3,.667,8,8,16,2,1,1,2,4,18
158,Joey Graham,25,TOR,38,3,331,49,113,.434,2,3,.667,38,45,.844,18,49,67,15,3,0,23,47,138
159,Stephen Graham,25,IND,22,0,128,34,58,.586,7,14,.500,12,16,.750,4,18,22,9,4,1,10,14,87
160,Danny Granger,24,IND,80,80,2876,537,1205,.446,171,423,.404,322,378,.852,93,393,486,166,95,84,171,290,1567
Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Aaron Gray,23,CHI,61,1,613,103,204,.505,0,1,.000,56,99,.566,70,98,168,41,21,16,57,117,262
162,Gerald Green,22,TOT,30,0,362,52,151,.344,15,39,.385,34,41,.829,13,51,64,29,8,4,32,45,153
162,Gerald Green,22,MIN,29,0,358,49,148,.331,15,39,.385,34,41,.829,11,51,62,29,8,4,32,43,147
162,Gerald Green,22,HOU,1,0,4,3,3,1.000,0,0,,0,0,,2,0,2,0,0,0,0,2,6
163,Jeff Green,21,SEA,80,52,2253,320,749,.427,21,76,.276,177,238,.744,101,278,379,119,46,49,158,198,838
164,Taurean Green,21,TOT,17,0,74,7,25,.280,2,11,.182,11,12,.917,0,10,10,11,2,0,9,5,27
164,Taurean Green,21,POR,8,0,44,4,16,.250,1,8,.125,8,8,1.000,0,4,4,8,1,0,7,3,17
